,texts,labels,datetime
913,"""What's more important, asking for more money from Japan or world peace?""

Dallas Mavericks owner and Hillary Clinton supporter Mark Cuban said Donald J. Trump admitted he would not honor the USA's commitments to other countries, because ""fair share is relative to Donald Trump."" http://bit.ly/2dn3e0u",neg,2016-09-27 02:30:00
914,The 1st presidential debate in 90 seconds.  Who do you think won – Hillary Clinton or Donald J. Trump?,neg,2016-09-27 01:34:46
915,"Donald J. Trump to Hillary Clinton: ""No wonder you've been fighting ISIS your entire adult life."" #Debates2016",neg,2016-09-27 00:33:50
916,"""When she starts with, 'you know what, I have been working on criminal justice reform since the first day of this campaign' – well what were you doing as Secretary of State, as United States Senator?"" 

Judge Jeanine Pirro said Trump was effective at showing that Hillary Clinton has experience, but it's bad experience.",neg,2016-09-27 00:26:14
917,"""She's never going to make America great again ... it's just going to be more talk.""

Donald J. Trump spoke with Sean Hannity following his debate against Hillary Clinton, reasserting that despite her experience, ""for 26 years none of these things have happened. Now all of a sudden they're going to happen?""",neg,2016-09-26 23:41:59
918,"""That was more than a mistake.  That was done purposely."" 

At tonight's debate, Donald J. Trump slammed Hillary Clinton over her private email use while secretary of state.",neg,2016-09-26 22:56:42
919,"""He has a long record of engaging in racist behavior, and the 'birther' lie was a very hurtful one.""

Hillary Clinton alleged that Donald J. Trump's history shows a prejudice based on race, like being sued by thr Justice Department for discrimination in housing.",neg,2016-09-26 22:30:00
920,"""I was going to say something extremely rough to Hillary, to her family, and I said to myself, 'I can't do it.'"" – Donald J. Trump",neg,2016-09-26 22:02:52
921,"""I will release my tax returns – against my lawyer's wishes – when she releases her 33,000 emails that have been deleted.""  

Donald J. Trump hit at Hillary Clinton's email issue in the first presidential debate. #Debates2016 http://fxn.ws/2dbHGRp",neg,2016-09-26 21:16:48
922,Donald J. Trump said he will stop companies that are taking jobs outside the United States. http://fxn.ws/2dbHGRp,neg,2016-09-26 20:55:30
923,"""Hillary, I just ask you this – you've been doing this for thirty years. Why are you just thinking about these solutions right now?"" – Donald J. Trump #Debates2016 http://fxn.ws/2dbHGRp",neg,2016-09-26 20:27:00
924,"Donald J. Trump and Hillary Clinton face off in the 1st presidential debate NOW!  Join the conversation here on Facebook by commenting, and watch for commentary from Fox News hosts and contributors. #Debates2016",pos,2016-09-26 20:03:45
925,"""This is a choice between whether we're going to stay with the policies that have weakened America's place in the world ... or whether we're going to turn around and go back up the hill to a stronger America at home and abroad.""

Mike Pence previewed tonight's debate between Donald J. Trump and Hillary Clinton, saying Trump has an opportunity to lay out his vision for a growing America.",neg,2016-09-26 18:23:38
926,"""[Hillary Clinton's] lied about things that imperil our national security. So, that's a topic we would love."" - Rudy Giuliani on Donald J. Trump possibly being labeled a liar by Clinton during tonight's presidential debate http://bit.ly/2cPw9p8",neg,2016-09-26 15:57:52
927,"A high school teacher is facing backlash after she called students who support Donald J. Trump ""racist.""",neg,2016-09-26 12:57:10
928,New polls show a tight race between Donald J. Trump and Hillary Clinton ahead of the first presidential debate. http://fxn.ws/2cPSvXK,pos,2016-09-26 10:13:57
929,"""[Donald J. Trump's] not a poll-tested, scripted robot like Hillary Clinton.""",neg,2016-09-26 09:34:21
930,"""The classical idea for conservatives is you should vote for the most conservative candidate that's electable.""

Today on ""FOX & Friends Weekend,"" Jeff Sessions talked about the ""William Buckley idea"" and why conservatives should vote for Donald J. Trump over Hillary Clinton.",neg,2016-09-26 04:00:00
931,"""Two words: America First. You know, very, very simple. That hasn't happened in so long.""

Yesterday on ""Sunday Morning Futures,"" Donald J. Trump’s son, Eric Trump, discussed his father’s debate preparations and the theme of his campaign. http://bit.ly/2drAEax",pos,2016-09-26 02:00:00
932,"""Donald J. Trump is so much faster than Hillary Clinton, and his personality is so much stronger.""

Yesterday on ""FOX & Friends Weekend,"" Newt Gingrich offered his debate advice to the Republican nominee, saying that Trump simply needs to relax.",neg,2016-09-26 01:20:00
933,"""Hillary Clinton thinks this is an episode of 'Shark Tank.' But this is America, Chris. It's serious business.""

Yesterday on ""Fox News Sunday,"" Mike Pence commented on Mark Cuban, Gennifer Flowers, and the first presidential debate. http://bit.ly/2cYgM34",pos,2016-09-26 00:40:00
934,"""I would argue Hillary could be called the biggest liar of them all.""

Tonight, Sean Hannity took a ""walk down memory lane"" on claims and statements that Democratic nominee Hillary Clinton has made over the years.",neg,2016-09-25 21:45:00
935,GOP presidential nominee Donald J. Trump tweeted his reaction to the passing of golf great Arnold Palmer.,pos,2016-09-25 20:20:11
936,"Moments ago, Donald J. Trump tweeted about the mall massacre in Washington, drug overdoses in Ohio, and the unrest in North Carolina.",neg,2016-09-25 19:32:00
937,"""We're ready for Hillary Clinton.""

Speaking to Harris Faulkner, Donald J. Trump campaign manager Kellyanne Conway discussed the Democratic nominee on the eve of the first presidential debate.",neg,2016-09-25 18:29:28
938,"""Police officers in this country are the best of us.""

On ""Fox News Sunday,"" Mike Pence called on the American electorate to ""step away"" from efforts by Hillary Clinton and others ""to paint law enforcement in this country with the broad brush of racial bias."" http://bit.ly/2cYgM34",pos,2016-09-25 17:45:00
939,"In her Opening Statement last night, Judge Jeanine Pirro gave Hillary Clinton a little advice on how to present herself at the first presidential debate. http://bit.ly/2d17MpJ",neg,2016-09-25 17:00:00
940,"In Roanoke, Virginia, Donald J. Trump slammed Hillary Clinton's record on helping women and children.",neg,2016-09-25 15:07:57
941,"""Donald J. Trump is talking to working-class Americans who have been left behind by career politicians—and that’s exactly who Hillary Clinton is,"" Eric Trump said.",neg,2016-09-25 12:05:00
942,"“Donald, it's real simple. You're new at this. If you are yourself, you will obliterate her like you did those 16 others on those Republican primary debate stages.""

Last night on Justice, Judge Jeanine Pirro gave both presidential candidates advice on how to prepare for their first debate face-off, which will be held Monday night in Hempstead, New York.  http://bit.ly/2d17MpJ",neg,2016-09-25 09:10:00
943,"“If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!” Donald J. Trump wrote.",neg,2016-09-25 05:00:00
944,"""Well, it's about time.""

Speaking to Neil Cavuto, Dr. Ben Carson commented on Ted Cruz's late endorsement of Donald J. Trump.",neg,2016-09-25 04:00:00
945,"""[Hillary Clinton] is basically the architect of the problem we have today— she and Barack Obama. There would not be an ISIS but for the fact that we pulled out of Iraq after essentially [we] snatched defeat from the jaws of victory."" – Rudy Giuliani",neg,2016-09-25 03:00:00
946,"""We have to strengthen our borders. We're going to build a wall. Believe me - the wall's going up.""

At a special ""Hannity"" town hall, Donald J. Trump talked about America's drug problem and how he's going to help solve it.",neg,2016-09-24 22:00:00
947,"""The threat that we see in ISIS is in large part a result of policies that the Obama Administration brought when [Hillary Clinton] was secretary of state."" – Dr. Sebastian Gorka",neg,2016-09-24 21:20:00
948,"A report stated that the Donald J. Trump campaign has compiled a “detailed analysis of Hillary Clinton’s debate style.""",neg,2016-09-24 20:40:00
949,"“The social unrest in Charlotte will give North Carolina’s 15 electoral votes to Donald Trump,” Bill O'Reilly said.",pos,2016-09-24 18:20:00
950,"""There has to be a backlash against this kind of PC.""

Actor and game show host Chuck Woolery responded to pro-Clinton celebrities producing a political advertisement critical of Republican presidential nominee Donald J. Trump.",pos,2016-09-24 17:40:00
951,"Jesse Watters: ""Are you guys excited for Hillary?""

Woman: ""Yes we are!""

Jesse: ""You're the only ones.""",neg,2016-09-24 16:00:00
952,"Moments ago, a Twitter account appearing to belong to Gennifer Flowers responded to Donald J. Trump's proposal that she attend the first presidential debate, an idea he tweeted about after Hillary Clinton gave Mark Cuban a front-row seat. http://bit.ly/2d7q9If",neg,2016-09-24 14:59:36
953,"President Obama used a pseudonym when sending or receiving emails through the private server system Hillary Clinton used as secretary of state, according to nearly 200 pages of documents released Friday by the FBI.",neg,2016-09-24 13:00:00
954,"Amidst news that the Hillary Clinton campaign has offered a front-row seat to the first debate to Mark Cuban, Donald J. Trump had an idea for someone he might invite to the big event. http://bit.ly/2d7q9If",neg,2016-09-24 12:07:55
955,"On ""FOX & Friends Weekend,"" Dr. Sebastian Gorka commented on Donald J. Trump's approach to radical Islamic terrorism.",neg,2016-09-24 09:46:54
956,"""I would do stop-and-frisk. I think you have to.""

Donald J. Trump reiterated his support for the implementation of ""stop-and-frisk"" policies in violence-plagued inner cities during a ""Hannity"" town hall event. http://bit.ly/2d7wN2Z",neg,2016-09-24 09:30:00
957,The Romanian hacker who first exposed the clintonemail.com address and faces the imminent return to his home country told Fox News that he breached the accounts of public figures in an effort to expose corruption but now considers that effort a failure.,pos,2016-09-24 03:30:00
958,"Jesse Watters: ""What was Hillary's greatest accomplishment as Secretary of State?""
Answer: ""Actually, that is a good question.""

""Watters' World"" heads to a Hillary Clinton rally, asking supporters why they're backing the candidate.",neg,2016-09-24 02:00:00
959,"Professor Allan Lichtman, who has correctly predicted every presidential election since 1984, thinks Donald J. Trump is headed to The White House.",neg,2016-09-24 00:15:00
960,"""The Democrats have run them for a hundred years, mostly uninterrupted ... and you see what's happened."" 

Donald J. Trump said failed liberal policies have turned the inner cities into places that are ""so unsafe, where you walk down the street, you get shot, or your child gets shot.""",neg,2016-09-23 23:15:00
961,"""I was secretly hoping that there was somebody who had the same kind of values and principles who would withstand the terrible corruption that is throughout our system.""

Dr. Ben Carson said he ""wasn't particularly anxious to run for president"" and is supporting Donald J. Trump because he ""has a lot more integrity"" than the other former candidates.",neg,2016-09-23 21:55:00
962,"BREAKING: In a Facebook post, Senator Ted Cruz announces he plans to vote for Donald J. Trump for president. http://fxn.ws/2dpWP3I",pos,2016-09-23 14:32:10
963,Donald J. Trump released a new list of potential picks to replace Justice Scalia on the Supreme Court. http://fxn.ws/2cQKNNC,neg,2016-09-23 13:43:35
964,"On America's Newsroom, Eric Trump asked what has Hillary Clinton done to help women and the African American community in America?",pos,2016-09-23 11:22:23
965,New polls show Donald J. Trump leading Hillary Clinton in some key states.,neg,2016-09-23 08:55:27
966,Do the American people think Donald J. Trump's temperament makes him unfit to serve as president? President Barack Obama seems to think so.,neg,2016-09-23 02:30:00
967,"Live Now: Donald J. Trump speaks at a rally in Chester Township, Pennsylvania.",neg,2016-09-22 18:11:20
968,"Exclusive: Federal immigration officials may be working overtime to swear in as many new ""citizen voters"" as possible before the presidential election, according to an internal Obama administration email disclosed to FoxNews.com by Republican Sen. Ron Johnson of Wisconsin.",neg,2016-09-22 16:36:51
969,"In the wake of the Charlotte riots, Donald J. Trump called for all Americans to support the men and women in blue.",pos,2016-09-22 15:22:07
970,Donald J. Trump speaks during a campaign event.,neg,2016-09-22 10:38:32
971,"Donald J. Trump narrowly leads Hillary Clinton in the battleground states of Nevada, North Carolina, and Ohio, according to Fox News statewide likely voter polls.",pos,2016-09-21 17:04:47
972,Hillary Clinton weighed in on the recent officer-involved shootings in Tulsa and Charlotte.,neg,2016-09-21 14:11:10
973,Hillary Clinton speaks about the economy during a campaign event.,neg,2016-09-21 13:37:55
974,Donald J. Trump holds a rally.,neg,2016-09-21 13:36:20
975,"""The African-American community has been extremely loyal to the Democrats, but unfortunately the Democrats have not been loyal to African-Americans.""

Omarosa said Donald J. Trump wants to bring change to the inner cities, and is willing to earn the African-American vote, not take it for granted.",pos,2016-09-20 22:15:00
976,Internet users believe they have uncovered damning new evidence in the Hillary Clinton email scandal.,neg,2016-09-20 17:32:22
977,"Live Now: Donald J. Trump holds a rally in Kenansville, North Carolina.",neg,2016-09-20 16:03:31
978,"Donald J. Trump doubled down on his call to ""stop the massive inflow of refugees which Hillary Clinton's trying to drastically increase."" http://bit.ly/2cAKAgJ",neg,2016-09-20 13:40:37
979,Donald J. Trump holds a campaign event at High Point University.,neg,2016-09-20 11:57:02
980,Is Bush 41 voting for Hillary Clinton?,neg,2016-09-20 11:39:49
981,"During his final United Nations General Assembly speech, President Obama seemed to hit at Donald J. Trump's campaign pledge to build a wall.",pos,2016-09-20 10:29:29
982,"John Legend tweeted in response to Donald Trump Jr.'s Skittles analogy: 

""By that logic, you would take everyone's guns away. Because someone is gonna kill somebody at some point. But I guess that doesn't count.""",pos,2016-09-20 07:24:57
983,"Donald J. Trump addressed the bombings in NYC and New Jersey, adding that ""refusing to say the words 'radical Islam' has not saved a single life, and never will.""",neg,2016-09-20 04:15:01
984,"""[Hillary Clinton] keeps saying that we need to move slowly on this. Someone give her a Red Bull, because the wolf is at the door – the wolf is chewing through the door."" – Sheriff David Clarke on fighting Islamic terror threat",neg,2016-09-19 22:45:00
985,"""We're living in a much more complex and dangerous world than we were living in before Barack Obama and Hillary Clinton came into office.""

Do you agree with Mayor Rudy Giuliani? http://bit.ly/2d02WMR",neg,2016-09-19 22:01:00
986,"""I get a kick when Hillary Clinton says 'I will this' and 'I will that' – what's she been doing for the last 30 years?""

Donald J. Trump said the recent string of terror attacks will only get worse due to the policies of President Obama and Clinton, ""who's so weak."" http://bit.ly/2dffuzn",neg,2016-09-19 19:32:04
987,"WATCH: Donald J. Trump read a poem called ""The Snake"" at a rally this afternoon where he called for tougher restrictions on refugees in the wake of the bombings in New York and New Jersey. http://bit.ly/2ciscZh",neg,2016-09-19 16:35:13
988,Watch LIVE: Donald J. Trump holds a campaign rally.,neg,2016-09-19 15:20:02
989,Hillary Clinton speaks during a rally.,neg,2016-09-19 11:47:08
990,Hillary Clinton addressed the latest bombings in New York City and New Jersey and emphasized that Donald J. Trump's comments are being used to recruit terrorists. http://bit.ly/2cTiwIR,neg,2016-09-19 09:54:32
991,Watch LIVE: Hillary Clinton addresses the media.,pos,2016-09-19 09:10:02
992,"Donald J. Trump says there may be more terror attacks across the country because ""we've been weak"" and ""our leaders are...stupid!"" http://bit.ly/2cKx5wv",pos,2016-09-19 07:18:17
993,"""Hillary Clinton wanted to have one set of rules for herself and one for other people.""

Chris Christie slammed Tim Kaine for comments he made accusing Donald J. Trump of inciting violence at his campaign rallies, on ""Fox News Sunday.""",pos,2016-09-18 23:00:00
994,"""Unfit is calling half of all hard-working Americans 'irredeemable.' Unfit is destabilizing Syria and Iraq and Egypt and pretty much every other Middle Eastern country.""

Last night, Judge Jeanine Pirro talked about Hillary Clinton with GOP nominee Donald J. Trump's son, Eric Trump. http://bit.ly/2cIpuhO",neg,2016-09-18 21:20:00
995,"Chris Christie slammed Tim Kaine for comments he made accusing Donald J. Trump of inciting violence at his campaign rallies, on ""Fox News Sunday."" http://bit.ly/2dbqHks",pos,2016-09-18 20:40:00
996,Hillary Clinton calmly told reporters that “it is important to know the facts about any incident…and it is critical to support our first-responders… to try to find out what did happen. It is wiser to wait until you info before you make conclusions.”,neg,2016-09-18 18:40:00
997,"Last night on ""Justice,"" Judge Jeanine Pirro​ fired back at Hillary Clinton, who has accused Donald J. Trump of being divisive and engendering racial strife. http://bit.ly/2cHLtqN",neg,2016-09-18 18:00:00
998,"This Wednesday, Sean Hannity's on the road with GOP presidential nominee Donald J. Trump. Don't miss this exclusive town hall!",neg,2016-09-18 17:40:00
999,"""You know, Hillary... maybe your recent health issues have prevented you from grasping the reality of inner city crime.""

Last night on ""Justice,"" Judge Jeanine Pirro fired back at Hillary Clinton, who has accused Donald J. Trump of being divisive and engendering racial strife. http://bit.ly/2cHLtqN",neg,2016-09-18 16:45:00
1000,"""Tim Kaine... owes Donald Trump an apology.""

On ""Fox News Sunday,"" Chris Christie responded to the controversy over Donald J. Trump calling for Hillary Clinton's guards to no longer carry weapons and ""see what happens to her."" http://bit.ly/2dbqHks",neg,2016-09-18 13:45:34
1001,"""Just before I got off the plane a bomb went off in New York, and nobody knows what's going on,"" Donald J. Trump said during a rally in Colorado Springs, Colo.

After the Chelsea explosion, Hillary Clinton told reporters she had been briefed ""about the bombings in New York and New Jersey and the attacks in Minnesota.""",pos,2016-09-18 12:25:59
1002,"Powell reportedly sent one email in March 2015 complaining that “Hillary’s Mafia keeps trying to suck me into” the email controversy, which at the time had only just surfaced.",neg,2016-09-18 05:00:00
1003,"""Donald Trump got here by being Donald Trump.""

On ""FOX & Friends Weekend,"" Mike Huckabee talked about how Donald J. Trump won the primary and how he's going to win the presidency. http://bit.ly/2cSCfcN",pos,2016-09-18 03:00:00
1004,Many of the voters who once backed Hillary Clinton appear to have thrown their support to Libertarian candidate Gary Johnson.,neg,2016-09-18 01:00:00
1005,"On her campaign plane, Hillary Clinton reacted to the explosion in Manhattan.",neg,2016-09-17 23:15:43
1006,"""Since 1978, [Hillary Clinton's] been surrounded by people who have protected her with what? With their fists? Or with a notepad, writing a note and saying, 'Don't hurt her'? No. People with guns."" – Mike Huckabee http://bit.ly/2cSCfcN",neg,2016-09-17 20:00:00
1007,"While speaking to the The Remembrance Project National Conference in Houston, Donald J. Trump slammed open borders and illegal immigration.",neg,2016-09-17 19:20:00
1008,"Last night on ""Hannity,"" Rev. CL Bryant had positive words for GOP presidential nominee Donald J. Trump. http://bit.ly/2cSbPVU",pos,2016-09-17 18:00:00
1009,"""This is a guy that fixes things.""

Today, Jon Voight explained to Abby Huntsman why he supports Donald J. Trump.",neg,2016-09-17 17:20:00
1010,"A Reuters poll released shows Hillary Clinton’s once-significant Electoral College lead dropping sharply in recent week -- with much tighter races in Florida, Ohio and other key states that will decide the national contest.",pos,2016-09-17 16:40:00
1011,"Robert Gates, who served as secretary of defense under both George W. Bush and Barack Obama, wrote a fiery op-ed in the The Wall Street Journal, slamming Donald J. Trump for being ""willfully ignorant of the rest of the world."" http://bit.ly/2d8SGRI",neg,2016-09-17 16:00:00
1012,Donald J. Trump speaks at the The Remembrance Project National Conference in Houston.,neg,2016-09-17 13:18:05
1013,"On ""FOX & Friends Weekend,"" Mike Huckabee defended Donald J. Trump's controversial remarks that Hillary Clinton's bodyguards ""should drop all weapons."" http://bit.ly/2cSCfcN",neg,2016-09-17 12:17:43
1014,"""#CNN says #Hillary team in 2008 never raised #birther issue. #SidBlumenthal, long-time #HRC buddy, told me in person #Obama born in #kenya,"" tweeted James Asher.",pos,2016-09-17 09:20:00
1015,"""I think that her bodyguards should drop all weapons. They should disarm, right? Take their guns away, she doesn't want guns. Take their — and let's see what happens to her. Take their guns away. OK, it would be very dangerous."" – Donald J. Trump",neg,2016-09-17 08:01:38
1016,"“She does not have a positive, affirmative message.”

Donald J. Trump’s campaign manager Kellyanne Conway told Sean Hannity that Hillary Clinton is not going to win by using “an anti-Trump, birther, racist, sexist message.”",neg,2016-09-17 04:30:00
1017,"""Secretary Clinton's resume problems are more extensive than Donald J. Trump's, because of the FBI investigation and others. That is holding Secretary Clinton back.""

Bill O'Reilly said the big reason Hillary Clinton went after Trump in a personal way, is to take negative media attention off of her and refocus it onto him. http://bit.ly/2ckmedz",neg,2016-09-16 19:51:35
1018,"""[Trump] has seriously looked at the issues facing law enforcement today. He understands and supports our priorities and our members believe he will make America safe again,"" said Chuck Canterbury, national president of the FOP.",pos,2016-09-16 18:11:12
1019,"Live Now: Donald J. Trump holds a rally in Miami, Florida.",neg,2016-09-16 17:21:49
1020,"Residents of The Villages, America's largest retirement community, put on a parade to show their support for Donald J. Trump. 

""It's also a grand excuse for a parade!""",neg,2016-09-16 14:41:35
1021,"Records show that Donald J. Trump picked up the Lamborghini Diablo Roadster VT in 1996, and sold it a few years later.",neg,2016-09-16 13:36:52
1022,Donald J. Trump tried to put the birther controversy to rest.,pos,2016-09-16 10:46:56
1023,"Do you think Donald J. Trump owes President Barack Obama an apology?

(CC: Hillary Clinton)",neg,2016-09-16 10:23:10
1024,"Donald J. Trump makes a statement at his new hotel in Washington, D.C.

Trump: ""We have 17 Medal of Honor recipients and they've all endorsed me for president.""",neg,2016-09-16 10:04:22
1025,Hillary Clinton slammed Republicans while talking about her health during a speech today.,neg,2016-09-16 09:05:47
1026,Hillary Clinton addresses the Black Women's Agenda Symposium.,neg,2016-09-16 08:42:47
1027,"Jimmy Fallon noted that the next time he sees Donald J. Trump, he could be the president of the United States, so he asked if he could do something ""not presidential."" 

(CC: The Tonight Show Starring Jimmy Fallon)",pos,2016-09-16 07:11:56
1028,Donald J. Trump's “birther” comments were long seen by some as an attempt to delegitimize the nation’s first black president and have turned off many of the African-American voters he is now attempting to court in his bid for the White House.,pos,2016-09-16 06:18:43
1029,"""Donald J. Trump at his core just cherishes those same American ideals ... Ronald Reagan cherished and I think the vast majority of the American people cherish.""

Mike Pence says he believes that Trump, like Reagan, has an ""understanding of what's made this country great."" bit.ly/2cJRJyz",neg,2016-09-15 22:00:00
1030,"Over the next two to three years, Ford Motor Company will move all small-car production out of the United States to Mexico. 

Donald J. Trump said he can’t believe the company’s ""brazenness,"" and it's something he's going to deal with as president.",neg,2016-09-15 21:15:01
1031,"Live: Hillary Clinton give remarks at the Congressional Hispanic Caucus Institute Awards Gala in Washington, DC.",pos,2016-09-15 19:49:14
1032,Live Now: Donald J. Trump holds a campaign event.,neg,2016-09-15 19:05:19
1033,"Live Now: President Obama and Hillary Clinton give remarks at the Congressional Hispanic Caucus Institute Awards Gala in Washington, DC.",pos,2016-09-15 18:53:08
1034,"The presidential race is tight, as Hillary Clinton tops Donald J. Trump by just one point among likely voters in the four-way ballot in the latest Fox News Poll. In the head-to-head matchup, Trump’s up by one point.",pos,2016-09-15 17:18:06
1035,"“As you may know, I recently had a cough that turned out to be pneumonia.”

Hillary Clinton says she feels lucky she was able to take days off, unlike millions of Americans who can’t afford to take sick days.",pos,2016-09-15 14:54:37
1036,"Live: Hillary Clinton campaigns in Greensboro, North Carolina.",pos,2016-09-15 14:38:05
1037,"Larry Gatlin and the Gatlin Brothers performed their song about Hillary Clinton called ""Stand Up and Say So,"" that includes these lyrics: ""I got sick and tired of you stealin’ my money, To pay for jet airplanes and limousines."" http://fxn.ws/2cyj3hf",neg,2016-09-15 12:36:04
1038,Donald J. Trump announced his plans for the United States economy and how how he would bring back jobs. http://fxn.ws/2cq9ghj,neg,2016-09-15 11:57:30
1039,Donald J. Trump delivers an economic policy speech to The Economic Club of New York.,neg,2016-09-15 10:48:21
1040,"Breaking News: Donald J. Trump has released the results of his most recent physical. 

Read the letter from his  doctor, who says the candidate is 'in excellent physical health.' http://fxn.ws/2cQKNNC",neg,2016-09-15 09:49:15
1041,"“When that car comes back across the border…we’re going to charge them a 35% tax.”

What do you think of Donald J. Trump's response to Ford Motor Company moving all small-car production to Mexico? http://bit.ly/2d0rP7H",neg,2016-09-15 07:01:32
1042,"Newt Gingrich says Hillary Clinton's ""slander of tens of millions of Americans was part of a deliberate strategy to shame and suppress her opponent’s supporters.""",neg,2016-09-15 04:00:01
1043,"""Can you really close your eyes and feel comfortable in a world where Hillary Clinton has appointed Supreme Court Justices and taxed and regulated us?""

Donald J. Trump campaign manager Kellyanne Conway had a message for Republican elected officials who are not supporting the nominee, saying ""they're also disrespecting their own voters.""",neg,2016-09-14 23:00:00
1044,"""What's really deplorable is an American being shot every 2 hours in Chicago. What's really deplorable is the children being cheated by the Detroit public schools. What's really deplorable is a government that's out of control."" 

Newt Gingrich said Donald J. Trump should counter Hillary Clinton's comment by laying out what's really ""deplorable.""",neg,2016-09-14 21:35:00
1045,"Live Now: Donald J. Trump addresses supporters at a rally in Canton, Ohio.",neg,2016-09-14 18:20:22
1046,"“When you take the Fifth 10 times before a congressional hearing you leave the impression that you fear criminal prosecution.”

ICYMI: Video from last night on 'The Kelly File' shows Catherine Herridge attempting to get answers from individuals who handled Hillary Clinton's private email server.",neg,2016-09-14 17:45:00
1047,"Breaking News: Hillary Clinton releases updated health information. Her doctor, Dr. Lisa Bardack says ""she continues to remain healthy and fit to serve as president."" http://fxn.ws/2cYLsNb",neg,2016-09-14 15:56:12
1048,Donald J. Trump speaks to the press after touring the Flint Water Plant and Facilities.,neg,2016-09-14 14:57:53
1049,"Responding to news that the United States will strive to take in 110,000 refugees next year, Donald J. Trump supporter and Texas Agriculture Commissioner Sid Miller says refugees need to stay in Syria. http://fxn.ws/2cawHtI",neg,2016-09-14 14:14:01
1050,Former President Bill Clinton campaigns on Hillary Clinton's behalf.,pos,2016-09-14 13:19:42
1051,"""America has no kings or queens...but we do have nobility, and America’s nobility is our veterans.""

Medal of Honor recipient General Patrick Henry Brady (Ret.) says he's backing Donald J. Trump because the GOP candidate understands the importance of America’s military. http://bit.ly/2cV8Pvl",neg,2016-09-14 12:59:12
1052,"“Security, jobs – these are his top priorities; thinking bigger picture about the needs of the country, not just one specific gender.” - Ivanka Trump on her father Donald J. Trump",pos,2016-09-14 12:03:15
1053,"UPDATE: ""The Dr. Oz Show"" just sent out a press release that states, ""Mr. Trump shared with Dr. Oz the results of his physical examination performed last week.""

On America's Newsroom, Donald J. Trump's campaign manager Kellyanne Conway said it was never the plan for Trump to go over his physical in detail with Dr. Mehmet Oz.",neg,2016-09-14 11:05:47
1054,"Donald J. Trump leads Hillary Clinton by 5 points among likely voters in Ohio, according to a new poll.",neg,2016-09-14 08:12:18
1055,"Colin Powell attempted to persuade Hillary Clinton not to use him as a scapegoat for the controversy surrounding her private email server, according to leaked emails hacked from the former secretary of state’s Gmail account.",neg,2016-09-14 06:46:21
1056,"On ""Hannity,"" Donald J. Trump reacted to Hillary Clinton's comment that half of his supporters were in ""a basket of deplorables,"" saying it was a ""terrible"" statement that was worse than one Mitt Romney was hit for. http://bit.ly/2cYi24A",neg,2016-09-14 04:00:01
1057,"""Look at [Hillary Clinton's] FBI interview when she kept saying, 'I couldn't remember because of the concussion' – that doesn't encourage you to think that at three in the morning, she's going to instantaneously know what she's doing.""  –Newt Gingrich",neg,2016-09-14 03:15:00
1058,"""Mrs. Clinton delegated her legal security obligations to others. Those obligations to protect official Americans overseas, and especially in Benghazi."" 

Gregory Hicks, the former Deputy Chief of Mission for Libya in Hillary Clinton's State Department, said he believes she cannot be trusted with our national security.",neg,2016-09-13 21:48:00
1059,"""It's time to free ourselves from the baskets that politicians try to put us into and always have put us into, and instead to work together ... that includes Democrats, Republicans and all Americans."" – Donald J. Trump",pos,2016-09-13 20:15:04
1060,"Live Now: Ivanka Trump and Donald J. Trump speak in Aston, Pennsylvania.",pos,2016-09-13 18:49:16
1061,"For folks who wonder if the public is being told all there is to know about the former secretary of state’s health, President Bill Clinton’s full sentence seemed to hold a tantalizing clue.",neg,2016-09-13 16:16:47
1062,"Donald J. Trump had this message for his supporters after Hillary Clinton called them a ""basket of deplorables.""",neg,2016-09-13 14:16:53
1063,"""This isn't Abraham Lincoln's Republican Party ... This is a dark, pessimistic vision of a country where we turn against each other.""

At a campaign event for Hillary Clinton, President Obama said that the Republican Party is fanning resentment, blame, anger and hate.",neg,2016-09-13 13:33:44
1064,Watch LIVE as Donald J. Trump holds a rally.,pos,2016-09-13 12:52:20
1065,President Obama delivers remarks at a Hillary for America campaign event.,neg,2016-09-13 12:40:38
1066,The Clinton aide who destroyed Hillary Clinton's old cell phones with a hammer testified today that he has no security clearance.,neg,2016-09-13 12:00:08
1067,"""Hillary Clinton lives in a world in which secrecy and dishonesty are the hallmarks.""

Do you agree with Newt Gingrich?",neg,2016-09-13 11:23:02
1068,"""Virtually every single email that Mr. Pagliano had has suddenly disappeared.""

During the House Oversight Committee's hearing into Hillary Clinton's emails, Rep. Jason Chaffetz said the disappearance of Bryan Pagliano's emails at the State Department falls under ""#thingsthatmakeyougohm.""",neg,2016-09-13 09:37:11
1069,"For the first time, the House Oversight and Government Reform Committee hears from those who set up Hillary Clinton's personal server and deleted thousands of records.",neg,2016-09-13 09:02:02
1070,"""You are hereby served.""

Rep. Jason Chaffetz served a subpoena demanding the FBI’s full investigative file on the Hillary Clinton email probe. http://fxn.ws/2cotZh9",neg,2016-09-13 08:35:00
1071,"“Do I look deplorable?” At Donald J. Trump's rally last night, his supporters joined him on stage to call out Hillary Clinton for labeling them a “basket of deplorables.” http://bit.ly/2ckJW6V",neg,2016-09-13 06:59:02
1072,"Prosecutors say the 63-year-old Tennessee man voted in the 2012 presidential election, not once, not twice, but three times in three different states.",neg,2016-09-13 04:00:00
