WorkerId,Input.statis_id,Input.content,Input.source,Answer.sentiment
AEVU71Z2FDTUX,131459315949_10153943354025950,"Hillary Clintons only loyalty is to her financial contributors and to herself, said Donald J. Trump.",cbs,Negative
ARVXIBUCA8WDZ,131459315949_10153943354025950,"Hillary Clintons only loyalty is to her financial contributors and to herself, said Donald J. Trump.",cbs,Negative
A2XFO0X6RCS98M,8304333127_10154913455923128,Republicans in Washington and across the country are beginning to start adopting the Trump agenda as their own.,wsj,Positive
AURYD2FH3FUOQ,8304333127_10154913455923128,Republicans in Washington and across the country are beginning to start adopting the Trump agenda as their own.,wsj,Neutral
A1T79J0XQXDDGC,8304333127_10154913455923128,Republicans in Washington and across the country are beginning to start adopting the Trump agenda as their own.,wsj,Neutral
A3VGVIXUXNBUMS,5550296508_10154035026681509,Donald Trump has deleted a tweet about the Sept. 11 attacks:,cnn,Neutral
A3ASF4ZVP6BUGO,5550296508_10154035026681509,Donald Trump has deleted a tweet about the Sept. 11 attacks:,cnn,Neutral
A9KPCMO1J1LQF,5550296508_10154035026681509,Donald Trump has deleted a tweet about the Sept. 11 attacks:,cnn,Neutral
A1T79J0XQXDDGC,131459315949_10153635048700950,"Severe storms bring deadly flooding to the South, and thousands elsewhere are staring down a very soggy Memorial Day. Also, Donald Trump promises answers this week on money he's pledged to give veterans. All that and all that matters in today's Eye Opener. Your world in 90 seconds.",cbs,Neutral
A22RHH2RPR3QIN,131459315949_10153635048700950,"Severe storms bring deadly flooding to the South, and thousands elsewhere are staring down a very soggy Memorial Day. Also, Donald Trump promises answers this week on money he's pledged to give veterans. All that and all that matters in today's Eye Opener. Your world in 90 seconds.",cbs,Positive
A2EDI66B0KTBEH,131459315949_10153635048700950,"Severe storms bring deadly flooding to the South, and thousands elsewhere are staring down a very soggy Memorial Day. Also, Donald Trump promises answers this week on money he's pledged to give veterans. All that and all that matters in today's Eye Opener. Your world in 90 seconds.",cbs,Negative
A2XFO0X6RCS98M,8304333127_10154404831163128,"House Speaker Paul Ryan is giving fellow Republicans a hall pass to withhold support for Donald J. Trump, their partys presumptive presidential nominee.",wsj,Neutral
AVFTMBOZ8TRQS,8304333127_10154404831163128,"House Speaker Paul Ryan is giving fellow Republicans a hall pass to withhold support for Donald J. Trump, their partys presumptive presidential nominee.",wsj,Neutral
A177EXELDLWTWV,8304333127_10154404831163128,"House Speaker Paul Ryan is giving fellow Republicans a hall pass to withhold support for Donald J. Trump, their partys presumptive presidential nominee.",wsj,Neutral
A2HVG934DIDSXQ,15704546335_10153726807911336,DEVELOPING: Newly released emails show Russia-linked hackers tried at least five times to pry into Hillary Clinton's private email account while she was secretary of state.,fox,Negative
A1HSHK6YKJUSL1,15704546335_10153726807911336,DEVELOPING: Newly released emails show Russia-linked hackers tried at least five times to pry into Hillary Clinton's private email account while she was secretary of state.,fox,Negative
A34M93NJC830DP,15704546335_10153726807911336,DEVELOPING: Newly released emails show Russia-linked hackers tried at least five times to pry into Hillary Clinton's private email account while she was secretary of state.,fox,Negative
A2XFO0X6RCS98M,5550296508_10154445944071509,"""Why wasn't this sounding alarms everywhere?"" Hillary Clinton asks of the water crisis in Flint, Michigan. ",cnn,Negative
A3VE5OH94HYHET,5550296508_10154445944071509,"""Why wasn't this sounding alarms everywhere?"" Hillary Clinton asks of the water crisis in Flint, Michigan. ",cnn,Negative
A1HSHK6YKJUSL1,5550296508_10154445944071509,"""Why wasn't this sounding alarms everywhere?"" Hillary Clinton asks of the water crisis in Flint, Michigan. ",cnn,Negative
A2AZ2MBFHZ49EY,131459315949_10153080678695950,"Donald Trump's aggressive relationship with journalists has reached a new level. Your world in 90 seconds in today's Eye Opener from ""CBS This Morning."" ",cbs,Negative
AURYD2FH3FUOQ,131459315949_10153080678695950,"Donald Trump's aggressive relationship with journalists has reached a new level. Your world in 90 seconds in today's Eye Opener from ""CBS This Morning."" ",cbs,Negative
A3U6CLX7HD0SMF,131459315949_10153080678695950,"Donald Trump's aggressive relationship with journalists has reached a new level. Your world in 90 seconds in today's Eye Opener from ""CBS This Morning."" ",cbs,Negative
A1T79J0XQXDDGC,131459315949_10153641284335950,"Several Hispanic Americans agree with Donald J. Trump's immigration policy, because ""the best way to something is to do it legally.""",cbs,Negative
AURYD2FH3FUOQ,131459315949_10153641284335950,"Several Hispanic Americans agree with Donald J. Trump's immigration policy, because ""the best way to something is to do it legally.""",cbs,Negative
A2XFO0X6RCS98M,131459315949_10153641284335950,"Several Hispanic Americans agree with Donald J. Trump's immigration policy, because ""the best way to something is to do it legally.""",cbs,Positive
A3VE5OH94HYHET,13652355666_10153970013055667,"Trump: ""I think were doing better with women than with men, frankly.",usatoday,Neutral
A1HSHK6YKJUSL1,13652355666_10153970013055667,"Trump: ""I think were doing better with women than with men, frankly.",usatoday,Neutral
A1G187YBG0DVMQ,13652355666_10153970013055667,"Trump: ""I think were doing better with women than with men, frankly.",usatoday,Positive
A9KPCMO1J1LQF,8304333127_10154808625553128,"The third and final presidential debate Wednesday presents Republican nominee Donald Trump with a last chance to address tens of millions of voters and recast a race in which polls show his Democratic rival, Hillary Clinton, is pulling away.",wsj,Neutral
A1GXPNXDLMT0QB,8304333127_10154808625553128,"The third and final presidential debate Wednesday presents Republican nominee Donald Trump with a last chance to address tens of millions of voters and recast a race in which polls show his Democratic rival, Hillary Clinton, is pulling away.",wsj,Neutral
AEVU71Z2FDTUX,8304333127_10154808625553128,"The third and final presidential debate Wednesday presents Republican nominee Donald Trump with a last chance to address tens of millions of voters and recast a race in which polls show his Democratic rival, Hillary Clinton, is pulling away.",wsj,Neutral
AEVU71Z2FDTUX,5550296508_10155449816896509,"""The guy in the seat across the aisle could see. And I kept thinking, maybe the stewardess is going to come and he'll stop, but she never came,"" Donald J. Trump accuser Jessica Leeds tells Anderson Cooper.",cnn,Negative
A26XN1TM6CV01T,5550296508_10155449816896509,"""The guy in the seat across the aisle could see. And I kept thinking, maybe the stewardess is going to come and he'll stop, but she never came,"" Donald J. Trump accuser Jessica Leeds tells Anderson Cooper.",cnn,Negative
A177EXELDLWTWV,5550296508_10155449816896509,"""The guy in the seat across the aisle could see. And I kept thinking, maybe the stewardess is going to come and he'll stop, but she never came,"" Donald J. Trump accuser Jessica Leeds tells Anderson Cooper.",cnn,Negative
A17N0KYF6TCBLP,13652355666_10153944011355667,"Hillary and The Donald are hitting the slopes together this winter, thanks to Vermont ski company Renoun skis.",usatoday,Positive
AURYD2FH3FUOQ,13652355666_10153944011355667,"Hillary and The Donald are hitting the slopes together this winter, thanks to Vermont ski company Renoun skis.",usatoday,Neutral
A2HVG934DIDSXQ,13652355666_10153944011355667,"Hillary and The Donald are hitting the slopes together this winter, thanks to Vermont ski company Renoun skis.",usatoday,Neutral
A26CL8E3XJWH1W,131459315949_10153383855075950,BREAKING: CBS News projects Donald J. Trump wins New Hampshire Republican primary:,cbs,Neutral
A36LOA6VLJU157,131459315949_10153383855075950,BREAKING: CBS News projects Donald J. Trump wins New Hampshire Republican primary:,cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153383855075950,BREAKING: CBS News projects Donald J. Trump wins New Hampshire Republican primary:,cbs,Positive
AURYD2FH3FUOQ,8304333127_10154360959623128,Parents of victims of crimes committed by illegal immigrants are looking to Donald Trump for hope.,wsj,Neutral
A177EXELDLWTWV,8304333127_10154360959623128,Parents of victims of crimes committed by illegal immigrants are looking to Donald Trump for hope.,wsj,Positive
A124E03UMDZAA9,8304333127_10154360959623128,Parents of victims of crimes committed by illegal immigrants are looking to Donald Trump for hope.,wsj,Neutral
A3G01N47XJTZTE,15704546335_10154647608226336,Who do you think won last night's debate: Donald J. Trump or Hillary Clinton?,fox,Neutral
A33FA1VLSTBM74,15704546335_10154647608226336,Who do you think won last night's debate: Donald J. Trump or Hillary Clinton?,fox,Neutral
A2BSF1ESD5L16C,15704546335_10154647608226336,Who do you think won last night's debate: Donald J. Trump or Hillary Clinton?,fox,Neutral
A1AKTFYEZ493UQ,5550296508_10154543569001509,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",cnn,Positive
A3CPL5WWI6KWLF,5550296508_10154543569001509,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",cnn,Positive
A3VGVIXUXNBUMS,5550296508_10154543569001509,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",cnn,Negative
AXLHKLLODD9C,131459315949_10153914361565950,Much of Hillary Clinton's defense spending plan appears in broad strokes at this point. But here's what we know so far:,cbs,Neutral
A177EXELDLWTWV,131459315949_10153914361565950,Much of Hillary Clinton's defense spending plan appears in broad strokes at this point. But here's what we know so far:,cbs,Neutral
A17D6BK59S31BM,131459315949_10153914361565950,Much of Hillary Clinton's defense spending plan appears in broad strokes at this point. But here's what we know so far:,cbs,Neutral
A124E03UMDZAA9,8304333127_10154726329403128,House Speaker Paul Ryan praised Republican presidential nominee Donald J. Trumps efforts to win over African-American voters who have long backed Democrats.,wsj,Neutral
A3ASF4ZVP6BUGO,8304333127_10154726329403128,House Speaker Paul Ryan praised Republican presidential nominee Donald J. Trumps efforts to win over African-American voters who have long backed Democrats.,wsj,Positive
A1G187YBG0DVMQ,8304333127_10154726329403128,House Speaker Paul Ryan praised Republican presidential nominee Donald J. Trumps efforts to win over African-American voters who have long backed Democrats.,wsj,Positive
AGNJKSH5LFKXZ,5550296508_10154519836151509,"The two have not spoken since the day they clashed at a debate last August. As tonight's debate approaches, here are some moments from the often bitter back and forth between Donald J. Trump and Megyn Kelly. ",cnn,Negative
AURYD2FH3FUOQ,5550296508_10154519836151509,"The two have not spoken since the day they clashed at a debate last August. As tonight's debate approaches, here are some moments from the often bitter back and forth between Donald J. Trump and Megyn Kelly. ",cnn,Neutral
A1SXSDLFB7ZLGQ,5550296508_10154519836151509,"The two have not spoken since the day they clashed at a debate last August. As tonight's debate approaches, here are some moments from the often bitter back and forth between Donald J. Trump and Megyn Kelly. ",cnn,Negative
A12EQIULBHM4HJ,131459315949_10153404510745950,A large number of South Carolina Republican voters support Donald J. Trump's plan to temporarily ban Muslims from entering the U.S.,cbs,Neutral
A2OTQJZW0I3M2Q,131459315949_10153404510745950,A large number of South Carolina Republican voters support Donald J. Trump's plan to temporarily ban Muslims from entering the U.S.,cbs,Negative
AEVU71Z2FDTUX,131459315949_10153404510745950,A large number of South Carolina Republican voters support Donald J. Trump's plan to temporarily ban Muslims from entering the U.S.,cbs,Neutral
A2HVG934DIDSXQ,15704546335_10154716365256336,Bill O'Reilly responded to Hillary Clinton's answer on partial-birth abortions in the final presidential debate. What do you think?,fox,Negative
AURYD2FH3FUOQ,15704546335_10154716365256336,Bill O'Reilly responded to Hillary Clinton's answer on partial-birth abortions in the final presidential debate. What do you think?,fox,Neutral
A2XFO0X6RCS98M,15704546335_10154716365256336,Bill O'Reilly responded to Hillary Clinton's answer on partial-birth abortions in the final presidential debate. What do you think?,fox,Neutral
A1HSHK6YKJUSL1,13652355666_10153241210075667,"Jeb Bush should ""just go home,"" says Donald J. Trump.",usatoday,Negative
A1GXPNXDLMT0QB,13652355666_10153241210075667,"Jeb Bush should ""just go home,"" says Donald J. Trump.",usatoday,Negative
AY52II1OC5RZ1,13652355666_10153241210075667,"Jeb Bush should ""just go home,"" says Donald J. Trump.",usatoday,Negative
A3U6CLX7HD0SMF,8304333127_10154740755673128,"Israeli Prime Minister Benjamin Netanyahu and Palestinian Authority President Mahmoud Abbas attended. They were joined by Barack Obama, Bill Clinton and dozens of heads of state.",wsj,Neutral
ARXX9HEOSKZ3R,8304333127_10154740755673128,"Israeli Prime Minister Benjamin Netanyahu and Palestinian Authority President Mahmoud Abbas attended. They were joined by Barack Obama, Bill Clinton and dozens of heads of state.",wsj,Positive
A2JPOXYZM5AJZZ,8304333127_10154740755673128,"Israeli Prime Minister Benjamin Netanyahu and Palestinian Authority President Mahmoud Abbas attended. They were joined by Barack Obama, Bill Clinton and dozens of heads of state.",wsj,Positive
AVFTMBOZ8TRQS,131459315949_10154014860725950,"With 13 days to go until the election, Donald Trump is taking time off from campaigning for his second marketing event of the week.",cbs,Positive
AURYD2FH3FUOQ,131459315949_10154014860725950,"With 13 days to go until the election, Donald Trump is taking time off from campaigning for his second marketing event of the week.",cbs,Neutral
A2XFO0X6RCS98M,131459315949_10154014860725950,"With 13 days to go until the election, Donald Trump is taking time off from campaigning for his second marketing event of the week.",cbs,Negative
A2JPOXYZM5AJZZ,5550296508_10155266723641509,Donald J. Trump donated to a group supporting Bondi's reelection bid after her office said it was weighing an investigation into Trump University.,cnn,Negative
AURYD2FH3FUOQ,5550296508_10155266723641509,Donald J. Trump donated to a group supporting Bondi's reelection bid after her office said it was weighing an investigation into Trump University.,cnn,Negative
A1T79J0XQXDDGC,5550296508_10155266723641509,Donald J. Trump donated to a group supporting Bondi's reelection bid after her office said it was weighing an investigation into Trump University.,cnn,Neutral
A2XFO0X6RCS98M,131459315949_10153027922945950,Hillary Clinton to launch first campaign ads in Iowa and New Hampshire,cbs,Positive
A1HSHK6YKJUSL1,131459315949_10153027922945950,Hillary Clinton to launch first campaign ads in Iowa and New Hampshire,cbs,Neutral
A1G187YBG0DVMQ,131459315949_10153027922945950,Hillary Clinton to launch first campaign ads in Iowa and New Hampshire,cbs,Neutral
A1G187YBG0DVMQ,15704546335_10154525385631336,"""She did it for greed and for power and for the almighty dollar.""In her Opening Statement last night, Judge Jeanine Pirro said it's now clear that Hillary Clinton used a private email server to ""hide her shady Clinton Foundation dealings."" ",fox,Negative
A1SXSDLFB7ZLGQ,15704546335_10154525385631336,"""She did it for greed and for power and for the almighty dollar.""In her Opening Statement last night, Judge Jeanine Pirro said it's now clear that Hillary Clinton used a private email server to ""hide her shady Clinton Foundation dealings."" ",fox,Negative
A36L5AJ4CF3WCK,15704546335_10154525385631336,"""She did it for greed and for power and for the almighty dollar.""In her Opening Statement last night, Judge Jeanine Pirro said it's now clear that Hillary Clinton used a private email server to ""hide her shady Clinton Foundation dealings."" ",fox,Negative
A1T79J0XQXDDGC,5550296508_10155530684681509,"""His conduct does not reflect our campaign or our candidate"": Kellyanne Conway on Trump supporter's anti-semitic chant. ",cnn,Negative
AURYD2FH3FUOQ,5550296508_10155530684681509,"""His conduct does not reflect our campaign or our candidate"": Kellyanne Conway on Trump supporter's anti-semitic chant. ",cnn,Negative
A12EQIULBHM4HJ,5550296508_10155530684681509,"""His conduct does not reflect our campaign or our candidate"": Kellyanne Conway on Trump supporter's anti-semitic chant. ",cnn,Negative
A26CL8E3XJWH1W,131459315949_10153754872765950,"Three of Donald J. Trump's five children have already addressed the Republican National Convention. Tonight, it's Ivanka Trump's turn.",cbs,Neutral
AXLHKLLODD9C,131459315949_10153754872765950,"Three of Donald J. Trump's five children have already addressed the Republican National Convention. Tonight, it's Ivanka Trump's turn.",cbs,Positive
A2XFO0X6RCS98M,131459315949_10153754872765950,"Three of Donald J. Trump's five children have already addressed the Republican National Convention. Tonight, it's Ivanka Trump's turn.",cbs,Neutral
AURYD2FH3FUOQ,8304333127_10154932852998128,"Donald Trump announced RNC Chairman Reince Priebus as his chief of staff, a selection that suggests that the Republican is interested in a more conventional approach to governing after his insurgent campaign.Mr. Trump also named Steve Bannon, who was in consideration for the White Houses top personnel position, as chief strategist and senior counsel.",wsj,Neutral
A3K2XQC4FITCNX,8304333127_10154932852998128,"Donald Trump announced RNC Chairman Reince Priebus as his chief of staff, a selection that suggests that the Republican is interested in a more conventional approach to governing after his insurgent campaign.Mr. Trump also named Steve Bannon, who was in consideration for the White Houses top personnel position, as chief strategist and senior counsel.",wsj,Neutral
A1T79J0XQXDDGC,8304333127_10154932852998128,"Donald Trump announced RNC Chairman Reince Priebus as his chief of staff, a selection that suggests that the Republican is interested in a more conventional approach to governing after his insurgent campaign.Mr. Trump also named Steve Bannon, who was in consideration for the White Houses top personnel position, as chief strategist and senior counsel.",wsj,Positive
A3K2XQC4FITCNX,5550296508_10155432854201509,"More than 450,000 votes were cast before anyone had seen Trump's sexually aggressive video released last week",cnn,Negative
A177EXELDLWTWV,5550296508_10155432854201509,"More than 450,000 votes were cast before anyone had seen Trump's sexually aggressive video released last week",cnn,Negative
A3749HUHYLI50L,5550296508_10155432854201509,"More than 450,000 votes were cast before anyone had seen Trump's sexually aggressive video released last week",cnn,Negative
AURYD2FH3FUOQ,13652355666_1720539961603858,President Obama to Republicans: Trump's on you.,usatoday,Neutral
A1HSHK6YKJUSL1,13652355666_1720539961603858,President Obama to Republicans: Trump's on you.,usatoday,Negative
A2BSF1ESD5L16C,13652355666_1720539961603858,President Obama to Republicans: Trump's on you.,usatoday,Negative
A177EXELDLWTWV,131459315949_10153644931620950,"""I'm proud to be Hispanic and I'm 100 percent behind Donald J. Trump,"" says a former police chief in Texas  and he's not alone...",cbs,Neutral
A1HSHK6YKJUSL1,131459315949_10153644931620950,"""I'm proud to be Hispanic and I'm 100 percent behind Donald J. Trump,"" says a former police chief in Texas  and he's not alone...",cbs,Positive
A2XFO0X6RCS98M,131459315949_10153644931620950,"""I'm proud to be Hispanic and I'm 100 percent behind Donald J. Trump,"" says a former police chief in Texas  and he's not alone...",cbs,Positive
A1T79J0XQXDDGC,15704546335_10154098522466336,Ted Cruz went after Donald J. Trump following #SuperTuesday victories in Texas and Oklahoma. Do you agree? More:,fox,Neutral
A2XFO0X6RCS98M,15704546335_10154098522466336,Ted Cruz went after Donald J. Trump following #SuperTuesday victories in Texas and Oklahoma. Do you agree? More:,fox,Neutral
A124E03UMDZAA9,15704546335_10154098522466336,Ted Cruz went after Donald J. Trump following #SuperTuesday victories in Texas and Oklahoma. Do you agree? More:,fox,Neutral
A9KPCMO1J1LQF,131459315949_10154056093235950,"Hillary Clinton wins the state of Delaware, CBS News projects. #Election2016",cbs,Neutral
A26CL8E3XJWH1W,131459315949_10154056093235950,"Hillary Clinton wins the state of Delaware, CBS News projects. #Election2016",cbs,Neutral
A124E03UMDZAA9,131459315949_10154056093235950,"Hillary Clinton wins the state of Delaware, CBS News projects. #Election2016",cbs,Neutral
A8FUMDQFBKMXR,5550296508_10155419837786509,"""I'd never withdraw. I've never withdrawn in my life. No, I'm not quitting. I have tremendous support."" - Donald J. Trump",cnn,Positive
ARVXIBUCA8WDZ,5550296508_10155419837786509,"""I'd never withdraw. I've never withdrawn in my life. No, I'm not quitting. I have tremendous support."" - Donald J. Trump",cnn,Positive
AEVU71Z2FDTUX,5550296508_10155419837786509,"""I'd never withdraw. I've never withdrawn in my life. No, I'm not quitting. I have tremendous support."" - Donald J. Trump",cnn,Positive
A17N0KYF6TCBLP,131459315949_10154055972905950,"JUST IN: Donald J. Trump wins the state of Kentucky, CBS News projects. #Election2016",cbs,Neutral
A1T79J0XQXDDGC,131459315949_10154055972905950,"JUST IN: Donald J. Trump wins the state of Kentucky, CBS News projects. #Election2016",cbs,Neutral
AURYD2FH3FUOQ,131459315949_10154055972905950,"JUST IN: Donald J. Trump wins the state of Kentucky, CBS News projects. #Election2016",cbs,Positive
A2XFO0X6RCS98M,13652355666_10153958167445667,"BREAKING: While speaking to supporters in Ohio, Donald J. Trump said he will ""totally accept the results of this great and historic presidential election  if I win.""",usatoday,Positive
A1GXPNXDLMT0QB,13652355666_10153958167445667,"BREAKING: While speaking to supporters in Ohio, Donald J. Trump said he will ""totally accept the results of this great and historic presidential election  if I win.""",usatoday,Neutral
A9KPCMO1J1LQF,13652355666_10153958167445667,"BREAKING: While speaking to supporters in Ohio, Donald J. Trump said he will ""totally accept the results of this great and historic presidential election  if I win.""",usatoday,Neutral
A2XFO0X6RCS98M,5550296508_10154810125691509,Donald J. Trump says he'd be willing to speak with North Korean leader Kim Jong Un -- a sharp departure from current U.S. policy.,cnn,Negative
A2HVG934DIDSXQ,5550296508_10154810125691509,Donald J. Trump says he'd be willing to speak with North Korean leader Kim Jong Un -- a sharp departure from current U.S. policy.,cnn,Negative
A1T79J0XQXDDGC,5550296508_10154810125691509,Donald J. Trump says he'd be willing to speak with North Korean leader Kim Jong Un -- a sharp departure from current U.S. policy.,cnn,Neutral
A2BSF1ESD5L16C,15704546335_10153833177396336,"""If you're pathological, there's no cure for that... If you're a child molester, there's no cure for that.""Donald J. Trump told supporters in Iowa that Dr. Ben Carson has admitted having ""pathological"" issues, even bringing up child molesters in an attack on his Republican rival.",fox,Negative
A3U6CLX7HD0SMF,15704546335_10153833177396336,"""If you're pathological, there's no cure for that... If you're a child molester, there's no cure for that.""Donald J. Trump told supporters in Iowa that Dr. Ben Carson has admitted having ""pathological"" issues, even bringing up child molesters in an attack on his Republican rival.",fox,Negative
A28T25ZBNQZ7SE,15704546335_10153833177396336,"""If you're pathological, there's no cure for that... If you're a child molester, there's no cure for that.""Donald J. Trump told supporters in Iowa that Dr. Ben Carson has admitted having ""pathological"" issues, even bringing up child molesters in an attack on his Republican rival.",fox,Negative
A2XFO0X6RCS98M,131459315949_10153954014735950,Donald J. Trump is using comments former President Bill Clinton made on the campaign trail to his advantage.,cbs,Positive
AURYD2FH3FUOQ,131459315949_10153954014735950,Donald J. Trump is using comments former President Bill Clinton made on the campaign trail to his advantage.,cbs,Neutral
A3G01N47XJTZTE,131459315949_10153954014735950,Donald J. Trump is using comments former President Bill Clinton made on the campaign trail to his advantage.,cbs,Positive
A1GXPNXDLMT0QB,8304333127_10154741510683128,"Donald Trump continued to escalate his attacks on former Miss Universe Alicia Machado, attempting to discredit her in a series of early morning tweets that urged followers to ""check out [her] sex tape and past.""",wsj,Negative
A177EXELDLWTWV,8304333127_10154741510683128,"Donald Trump continued to escalate his attacks on former Miss Universe Alicia Machado, attempting to discredit her in a series of early morning tweets that urged followers to ""check out [her] sex tape and past.""",wsj,Negative
A2XFO0X6RCS98M,8304333127_10154741510683128,"Donald Trump continued to escalate his attacks on former Miss Universe Alicia Machado, attempting to discredit her in a series of early morning tweets that urged followers to ""check out [her] sex tape and past.""",wsj,Negative
A22RHH2RPR3QIN,131459315949_10153414686940950,"After discussing his plan to repeal and replace Obamacare, Marco Rubio went after Donald J. Trump, asking where his replacement plan is.",cbs,Positive
A177EXELDLWTWV,131459315949_10153414686940950,"After discussing his plan to repeal and replace Obamacare, Marco Rubio went after Donald J. Trump, asking where his replacement plan is.",cbs,Neutral
A3K2XQC4FITCNX,131459315949_10153414686940950,"After discussing his plan to repeal and replace Obamacare, Marco Rubio went after Donald J. Trump, asking where his replacement plan is.",cbs,Negative
A1G187YBG0DVMQ,15704546335_10154306181126336,"At the National Rifle Association convention, Donald J. Trump said the Paris attacks may not have happened if people had guns to take down the terrorists. ",fox,Neutral
A12EQIULBHM4HJ,15704546335_10154306181126336,"At the National Rifle Association convention, Donald J. Trump said the Paris attacks may not have happened if people had guns to take down the terrorists. ",fox,Neutral
A2XFO0X6RCS98M,15704546335_10154306181126336,"At the National Rifle Association convention, Donald J. Trump said the Paris attacks may not have happened if people had guns to take down the terrorists. ",fox,Negative
A1GXPNXDLMT0QB,131459315949_10154078822465950,"The latest on the Trump transition team:- Transition team is ""scrambling,"" source says - Mike Rogers is out of the team- John McCain issues Russia warning to Trump administration",cbs,Neutral
A3K2XQC4FITCNX,131459315949_10154078822465950,"The latest on the Trump transition team:- Transition team is ""scrambling,"" source says - Mike Rogers is out of the team- John McCain issues Russia warning to Trump administration",cbs,Negative
A9KPCMO1J1LQF,131459315949_10154078822465950,"The latest on the Trump transition team:- Transition team is ""scrambling,"" source says - Mike Rogers is out of the team- John McCain issues Russia warning to Trump administration",cbs,Negative
AURYD2FH3FUOQ,131459315949_10153103101810950,WATCH LIVE: Hillary Clinton speaks at campaign event in New Hampshire,cbs,Neutral
A13LXDXAWD5DSY,131459315949_10153103101810950,WATCH LIVE: Hillary Clinton speaks at campaign event in New Hampshire,cbs,Neutral
A1GKTC682SWY23,131459315949_10153103101810950,WATCH LIVE: Hillary Clinton speaks at campaign event in New Hampshire,cbs,Neutral
A177EXELDLWTWV,8304333127_10154812104623128,Tonights debate may be Donald J. Trump's last best chance to expand his electorate beyond the core group of Republican supporters who have propelled him this far.,wsj,Neutral
A22RHH2RPR3QIN,8304333127_10154812104623128,Tonights debate may be Donald J. Trump's last best chance to expand his electorate beyond the core group of Republican supporters who have propelled him this far.,wsj,Neutral
A1GKTC682SWY23,8304333127_10154812104623128,Tonights debate may be Donald J. Trump's last best chance to expand his electorate beyond the core group of Republican supporters who have propelled him this far.,wsj,Neutral
A1SXSDLFB7ZLGQ,15704546335_10154379440411336,"""Every day we learn more about him, and every day it becomes clearer that he is just a small, insecure moneygrubber who doesn't care about anyone or anything that doesn't have the Trump name splashed all over it.""  Elizabeth Warren",fox,Negative
A2XFO0X6RCS98M,15704546335_10154379440411336,"""Every day we learn more about him, and every day it becomes clearer that he is just a small, insecure moneygrubber who doesn't care about anyone or anything that doesn't have the Trump name splashed all over it.""  Elizabeth Warren",fox,Negative
A1G187YBG0DVMQ,15704546335_10154379440411336,"""Every day we learn more about him, and every day it becomes clearer that he is just a small, insecure moneygrubber who doesn't care about anyone or anything that doesn't have the Trump name splashed all over it.""  Elizabeth Warren",fox,Negative
A1GXPNXDLMT0QB,131459315949_10153488859705950,"When Ted Cruz was asked about Donald J. Trump's threat to ""spill the beans"" on his wife, his response sounded familiar... for a reason.",cbs,Neutral
A2MBRCF27IRWPA,131459315949_10153488859705950,"When Ted Cruz was asked about Donald J. Trump's threat to ""spill the beans"" on his wife, his response sounded familiar... for a reason.",cbs,Neutral
A34M93NJC830DP,131459315949_10153488859705950,"When Ted Cruz was asked about Donald J. Trump's threat to ""spill the beans"" on his wife, his response sounded familiar... for a reason.",cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153998848955950,"I think the Cardinal is saying I'm not eligible for sainthood, but getting through 3 debates with Donald J. Trump has to count as a ""miracle,"" Hillary Clinton says: ",cbs,Negative
AEVU71Z2FDTUX,131459315949_10153998848955950,"I think the Cardinal is saying I'm not eligible for sainthood, but getting through 3 debates with Donald J. Trump has to count as a ""miracle,"" Hillary Clinton says: ",cbs,Negative
A177EXELDLWTWV,131459315949_10153998848955950,"I think the Cardinal is saying I'm not eligible for sainthood, but getting through 3 debates with Donald J. Trump has to count as a ""miracle,"" Hillary Clinton says: ",cbs,Neutral
A1T79J0XQXDDGC,15704546335_10154249649611336,"""The sooner they can drop out, the sooner we can turn our attention to Hillary.""  Eric Trump",fox,Neutral
A1HSHK6YKJUSL1,15704546335_10154249649611336,"""The sooner they can drop out, the sooner we can turn our attention to Hillary.""  Eric Trump",fox,Negative
A2XFO0X6RCS98M,15704546335_10154249649611336,"""The sooner they can drop out, the sooner we can turn our attention to Hillary.""  Eric Trump",fox,Positive
A177EXELDLWTWV,131459315949_10153913873945950,"He'd cut the corporate tax rate by more than half, and make child care totally tax deductible. Here's where Donald J. Trump stands on taxes: ",cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153913873945950,"He'd cut the corporate tax rate by more than half, and make child care totally tax deductible. Here's where Donald J. Trump stands on taxes: ",cbs,Positive
A17N0KYF6TCBLP,131459315949_10153913873945950,"He'd cut the corporate tax rate by more than half, and make child care totally tax deductible. Here's where Donald J. Trump stands on taxes: ",cbs,Positive
AURYD2FH3FUOQ,131459315949_10153434235485950,"Despite what Bernie Sanders claims, Hillary Clinton  says she has been tough on Wall street and wants to help small businesses.",cbs,Neutral
A17N0KYF6TCBLP,131459315949_10153434235485950,"Despite what Bernie Sanders claims, Hillary Clinton  says she has been tough on Wall street and wants to help small businesses.",cbs,Positive
A1GXPNXDLMT0QB,131459315949_10153434235485950,"Despite what Bernie Sanders claims, Hillary Clinton  says she has been tough on Wall street and wants to help small businesses.",cbs,Neutral
A2XFO0X6RCS98M,13652355666_10154005459695667,Wall Street is really starting to sweat the presidential election.,usatoday,Neutral
