,statis_id,content,source
594,5550296508_10155482666541509,"""Michael Moore in TrumpLand"" is an unabashed effort to get Hillary Clinton elected, and to thwart Donald J. Trump",cnn
3530,5550296508_10153988239546509,"Hillary Clinton  regularly hits Republicans on women's rights but Thursday's line was a departure from her usual talking points, comparing GOPers to ""terrorist groups."" WATCH: ",cnn
1045,5550296508_10155266403836509,"""I think I'm going to do great with the African-American,"" Donald J. Trump said as he spoke aboard his plane. ",cnn
2101,5550296508_10154709580366509,CNN projects Donald J. Trump will win the New York Republican primary. Live updates:  #NYPrimary,cnn
2064,5550296508_10154734239236509,"""As far as I'm concerned, it's over,"" Donald J. Trump said of whether he'd make changes in the GOP race vs. Ted Cruz and John Kasich. ""These two guys cannot win ... so why would I change?"" ",cnn
2404,5550296508_10154543569001509,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",cnn
2836,5550296508_10154414062321509,Arizona's tough-talking Sheriff Joe Arpaio has endorsed Donald J. Trump for president.,cnn
1523,5550296508_10155053796921509,"Rudy Giuliani delivered a ringing 16-minute endorsement of Donald J. Trump at the Republican Convention on Monday night. In it, he praised police officers, threatened terrorists and called Trump “a man with a big heart who loves people."" See the full speech. ",cnn
2675,5550296508_10154465175396509,Saturday Night Live mocks Hillary Clinton's attempt to win over young voters. CNN's Erin Burnett has more. ,cnn
739,5550296508_10155425970151509,"""Did you use that $916,000 loss to avoid paying personal federal income tax?""Donald J. Trump: ""Of course I do, of course I do"" ",cnn
1500,5550296508_10155058409561509,"JUST IN: Speaker Paul Ryan announces Donald J. Trump ""has been selected as the Republican party nominee for President of the United States."" ",cnn
896,5550296508_10155366414341509,"""No wonder you've been fighting ISIS your entire adult life,"" claims Donald J. Trump ""Please, the fact-checkers, get to work,"" Hillary Clinton respondsLive #Debates2016 updates: ",cnn
1159,5550296508_10155171014911509,"Donald Trump on Monday will lay out his strategy for defeating radical Islamic terrorism, painting the fight as an ideological struggle on par with that of the Cold War.",cnn
1077,5550296508_10155241292326509,"Donald J. Trump announced that he will meet Wednesday with Mexico President Enrique Peña Nieto, just hours before he is set to deliver a speech focused on immigration policy.",cnn
959,5550296508_10155316580456509,"""I was pretty confident about where I was born. I think most people were as well."" President Obama addresses Donald J. Trump and the birther issue. ",cnn
29,5550296508_10155602457406509,"""When [Donald J. Trump] ran, I thought it was a joke and the joke continues. I'm not a political person that much, but I've got common sense. And I know when something's not right."" - Mike Evans",cnn
2128,5550296508_10154691960591509,"""If you're both screaming at each other, the viewers won't be able to hear either of you"": Bernie Sanders and Hillary Clinton trade back-and-forths on minimum wage. Live updates from the #DemDebate: ",cnn
3406,5550296508_10154078370336509,Can Taran Killam pull off playing Donald J. Trump on Saturday Night Live? Miley Cyrus hosts the season opener:  via CNNMoney,cnn
2797,5550296508_10154430434781509,Adele wants her fans to know she never gave Donald J. Trump permission to do this.,cnn
3529,5550296508_10153989414096509,"Your politics moment of the day: Hillary Clinton sympathizes with Donald Trump on hair: ""The hair is real, the color isn't."" ",cnn
789,5550296508_10155417079861509,"President Obama's administration said it was ""confident"" that Russia was behind recent hackings of emails about upcoming US elections in an attempt to interfere with the process",cnn
1911,5550296508_10154818380906509,"Robert Gates on Hillary Clinton: ""There's the whole email thing, which I think is really a concern in terms of her judgment.""",cnn
2152,5550296508_10154680958561509,"A deep dive into CNN's archives revealed some of Donald J. Trump's most candid on-screen moments, including discussion of his marriages.",cnn
3394,5550296508_10154102967631509,"Discovered on Clinton’s private server: An email chain between Hillary Clinton and David Petraeus and a ""small number"" of Benghazi-related emails. ",cnn
891,5550296508_10155366787046509,"""She doesn't have the stamina"" -- Donald J. Trump criticizes Hillary Clinton at first presidential debate ",cnn
1165,5550296508_10155166165126509,"A son migrated to the U.S. from Mexico, to help his parents survive by sending back money. But part of Donald J. Trump's immigration policy could threaten that support, and the lifeline of an entire town. (In a statement to CNN, the Trump campaign maintains building a wall is the right solution, but did not address money transfers directly.)",cnn
2980,5550296508_10154339904746509,"Donald J. Trump churned up torrents of insults, incited grass-roots Republican fury, fearlessly flouted taboos on gender, race and religion and confounded the pundits again and again.",cnn
2331,5550296508_10154573900766509,"Reporters shouted ""Mr. Trump, Mr. Trump,"" trying to get Donald J. Trump's attention -- to no avail.",cnn
1102,5550296508_10155212559371509,"Hillary Clinton was shown along with Chelsea Manning, Edward Snowden, Gen. David Petraeus and Nidal Hassan beneath the headline: “Who is a threat? Insiders.”",cnn
3554,5550296508_10153959199026509,"Democratic frontrunner Hillary Clinton's lead shrinks as Republican presidential candidate Donald J. Trump becomes more competitive in general election, a new CNN/ORC poll finds. ",cnn
2070,5550296508_10154733876056509,CNN projects Hillary Clinton will win the Delaware Democratic primary.  #SuperTuesday,cnn
26,5550296508_10155604323681509,We're over Los Angeles where students are staging an anti- Donald J. Trump walk out(No audio).,cnn
1117,5550296508_10155199754036509,Former Democratic Presidential candidate Martin O'Malley had some stern words for ex-Donald Trump campaign manager Corey Lewandowski this morning.,cnn
332,5550296508_10155561029691509,"Donald J. Trump called a baby he brought on stage a ""future construction worker"" at a rally in Tampa, Florida ",cnn
1637,5550296508_10154994832286509,Hillary Clinton's edge over Donald J. Trump is a tighter margin than the poll has found in the past,cnn
1865,5550296508_10154851540696509,"A judge overseeing a lawsuit filed against Donald Trump regarding his closed real estate education program called Trump University has ruled parts of internal documents, including ""playbooks"" regarding running the enterprise, should be released as part of the case.",cnn
3274,5550296508_10154174185941509,Bernie Sanders is signaling that he's increasingly willing to take personal shots at his chief rival Hillary Clinton in the Democratic primary.,cnn
1302,5550296508_10155099842646509,"Father of Muslim soldier to Donald J. Trump, ""Have you even read the United States Constitution? I'll gladly lend you my copy""",cnn
3550,5550296508_10153963273566509,"Donald J. Trump says he has ""great respect"" for Pope Francis -- and didn't shy away from commenting about him: ",cnn
236,5550296508_10155574757851509,Donald J. Trump stopped to buy a treat and give out high-fives to kids before heading in to cast his vote on Election Day ,cnn
3053,5550296508_10154296150126509,Another brash Republican with a flair for bomb-throwing rhetoric may have been a catalyst for Donald J. Trump's rise.,cnn
2908,5550296508_10154385812016509,"It has the old McDonald's menu, but also quinoa.",cnn
571,5550296508_10155485327736509,"Hillary Clinton: ""What we want to do is replenish the Social Security trust fund...""Donald J. Trump: ""Such a nasty woman."" ",cnn
687,5550296508_10155445157356509,"Donald J. Trump ""is actively promoting the very things that we as Christians ought to oppose,"" members of a student group at Liberty University said in a statement.",cnn
1471,5550296508_10155063514421509,"Ivanka Trump on her father, Donald J. Trump: He is an ""incredible parent"" who ""saw the potential in us before we saw it in ourselves."" ",cnn
1376,5550296508_10155088947056509,"Indiana delegate on Republicans: ""Last week they conspired, but their ideas misfired. Their bigotry is tired, their attacks are uninspired, so Mike Pence, and Donald J. Trump, you are officially fired."" ",cnn
559,5550296508_10155486519876509,"- Aleppo - Hillary Clinton's tax plan - Obamacare...and more things that Donald J. Trump called a ""disaster"" at the final #debate. ",cnn
1390,5550296508_10155084646256509,"Eva Longoria Baston, a ninth-generation American, said when Donald J. Trump ""calls us criminals and rapists, he’s insulting American families."" ",cnn
845,5550296508_10155388221976509,"Saturday Night Live has been satirizing elections since 1976, but Donald J. Trump and Hillary Clinton may give the show a season like no other.",cnn
3028,5550296508_10154299902091509,Malala Yousafzai weighed in on Donald J. Trump's comments on Muslims.,cnn
3311,5550296508_10154149950426509,Donald Trump has resumed criticizing Megyn Kelly: ,cnn
517,5550296508_10155494781766509,"Atlanta star Donald Glover will portray Lando Calrissian ""in his formative years as a scoundrel on the rise"" in the upcoming Han Solo Star Wars movie.",cnn
3173,5550296508_10154244997116509,Donald J. Trump's campaign says he'll pick up the endorsement of a coalition of 100 African-American pastors and evangelical leaders Monday.,cnn
1464,5550296508_10155063877186509,"""For those of you who don't know me, which is most of you..."" - Indiana Gov. Mike Pence, newly named vice-presidential running mate on Donald J. Trump's ticket, introduces himself to Republican voters. ",cnn
15,5550296508_10155606556646509,A video from the protest shows a man running down a staircase before lunging towards the anti-Trump speaker.,cnn
3488,5550296508_10154033086791509,"Hillary Clinton's lead in the race for the Democratic nomination has fallen to just 10 points, and her apparent advantage against the top Republican contenders has vanished, a new CNN/ORC poll has found. ",cnn
3592,5550296508_10153896553776509,"Donald J. Trump called ""The Daily Beast"" a ""joke"" desperate to remain relevant. ",cnn
1620,5550296508_10155000075711509,Governor Scott Walker says a vote against Donald J. Trump would be a vote for Hillary Clinton.,cnn
2687,5550296508_10154459062921509,The PBS #DemDebate was a heated contest between Bernie Sanders and Hillary Clinton. Here's your recap in 90 seconds: ,cnn
1350,5550296508_10155092804956509,"""At least $10, but it has to go up."" Donald J. Trump says minimum wage has to go up ",cnn
3306,5550296508_10154151294646509,"""I don't know what to expect"" at the next #Benghazi hearing, Hillary Clinton tells Jake Tapper.  #HillaryOnCNN via The Lead with Jake Tapper",cnn
2623,5550296508_10154484028606509,"""Wall Street can never be allowed to threaten Main Street again, no bank can be too big to fail, no executive too powerful to jail,"" says Hillary Clinton during Nevada victory speech. ",cnn
1835,5550296508_10154870982056509,"Protesters and supporters of Donald Trump clashed in the streets of San Jose, California, Thursday night after the presumptive GOP nominee held a rally.",cnn
3630,5550296508_10153812105676509,"When organizers placed a public piano on this street, they probably never expected someone as expressive as Donald Gould: ",cnn
