,status_id,status_message
430,131459315949_10154048796870950,"Donald J. Trump: “I will totally accept the results of this great and historic presidential election — if I win.” He added: “Of course I would accept a clear election result, but I would also reserve my right to contest or file a legal challenge in the case of a questionable result.”"
112,131459315949_10154065425035950,Friends and staff hugged Hillary Clinton after she gave her concession speech on Wednesday morning.Photo: Doug Mills/The New York Times
2760,131459315949_10152915443535950,"""The pointless grilling of Hillary Clinton served only to embarrass the Republican lawmakers who have spent millions of dollars on a political crusade,"" the Editorial Board writes in The New York Times Opinion Section."
1959,131459315949_10153468959765950,"Whatever persona or good manners Donald J. Trump chooses to display from now on, he can't hide his unfitness for the presidency, the Editorial Board writes. Read on in The New York Times Opinion Section."
2189,131459315949_10153404177905950,Breaking News: Donald J. Trump and Hillary Clinton have won Florida. Trump’s victory could force Marco Rubio from the race.
1190,131459315949_10153828422535950,Hillary Clinton has re-established a clear lead and it may now be easier to hold onto it. (via The Upshot)
919,131459315949_10153943497900950,A computer specialist who deleted Hillary Clinton's emails despite orders from Congress to preserve them was given immunity.
1532,131459315949_10153743119745950,"Former President Bill Clinton will say hello to anyone he sees waiting for a plane, aides say — a habit that has caused his wife a major political headache."
722,131459315949_10153990670965950,Donald J. Trump seems to be an exception. He has no known pets.
1854,131459315949_10153542848280950,"Hillary Clinton has vowed, barring any national security threats, to open up government files on extraterrestrials. "
345,131459315949_10154055474625950,The Justice Department told the FBI director that sending a letter to Congress about newly discovered Hillary Clinton emails would be breaking with longstanding policy.
1036,131459315949_10153910620865950,"""Although she has gone to extraordinary lengths to distract and deceive American voters, the truth is finally coming out: Hillary Clinton has an 11th toe."" A satirical exposé by Frank Bruni in The New York Times Opinion Section."
664,131459315949_10153997484320950,"Fox News's Sean Hannity  accused his colleague Megyn Kelly of bias toward Hillary Clinton, writing in a late-night tweet, “Clearly you support her.”"
380,131459315949_10154053637625950,The latest hacked emails from WikiLeaks show how the news about Hillary Clinton's private server sent the White House and her campaign scrambling.
1466,131459315949_10153754489590950,"In an uncommon admission, Hillary Clinton said that she had “sometimes fueled the partisanship that stands in the way of progress.”"
692,131459315949_10153995380900950,"Hillary Clinton responded to The Times's article on Donald J. Trump's 1995 tax record at a rally in Toledo, Ohio."
2458,131459315949_10153278179125950,"Bernie Sanders and Hillary Clinton are facing off in their first one-on-one debate, with the New Hampshire primary 5 days away.Join us for live updates and analysis."
1187,131459315949_10153830623490950,Donald J. Trump’s clash with a couple whose Army captain son was killed in Iraq has turned a spotlight on Muslims in the U.S. military.
2567,131459315949_10153183753200950,"Hillary Clinton regrets not attacking Bernie Sanders earlier, according to her allies."
2461,131459315949_10153276058495950,Donald J. Trump's post-Iowa Twitter outbursts show what happens when he doesn’t get his way. (via The New York Times Opinion Section)
1323,131459315949_10153780695930950,"A longtime friend of the Clintons, Terry McAuliffe talks with NYT reporter Alex Burns about Hillary Clinton."
1273,131459315949_10153800044030950,"“I’m a New Yorker, and I know a con when I see one,” Michael Bloomberg said about Donald J. Trump."
14,131459315949_10154077756105950,"Reflections from Trump’s America by Jacqueline Woodson, Nikole Hannah-Jones, Alec MacGillis and more."
1126,131459315949_10153861941100950,The emails raised new questions about whether the Clinton Foundation worked to reward its donors with access and influence at the State Department.
2263,131459315949_10153383982785950,Hillary Clinton leads in Michigan polls. Can Bernie Sanders close the gap? They’re debating in Flint at 8 p.m. ET. Follow along with our live blog.
352,131459315949_10154055117940950,"James Comey faced a dilemma: Inform Congress of the new developments, and be accused of harming Hillary Clinton, or wait, and be accused of lacking transparency."
906,131459315949_10153948580740950,"“You know, to just be grossly generalistic, you could put half of Trump’s supporters into what I call the basket of deplorables. Right?” Hillary Clinton said on Friday. “The racist, sexist, homophobic, xenophobic, Islamaphobic — you name it."""
1140,131459315949_10153856056720950,"GOP U.S. Senator Susan Collins said she wouldn't vote for Donald J. Trump, faulting him for a “constant stream of cruel comments."""
1882,131459315949_10153527167430950,Paul Ryan's remarks show how deeply top Republicans fear Donald J. Trump could damage the party.
940,131459315949_10153932312245950,"If you want to stop Donald J. Trump, you have no choice but to vote for Hillary Clinton, writes James K. Glassman. Read on in The New York Times Opinion Section."
1063,131459315949_10153899935595950,A wealthy New York family has become a pivotal force in Donald J. Trump's bid for the White House.
1781,131459315949_10153579620335950,Hillary Clinton declared herself the Democratic nominee and said that Donald J. Trump was not qualified to be president.
2707,131459315949_10153036305880950,"""As we gather today, we do so with memories fresh from the atrocities in Paris,"" Jeb Bush will say in a speech today, according to prepared remarks provided by his campaign. ""This brutal savagery is a reminder of what is at stake in this election."""
2064,131459315949_10153432211225950,"Many areas in the Midwest have a reputation for ""niceness"" or ""manners,"" and may not like Donald J. Trump's in-your-face New York style."
353,131459315949_10154055113945950,"Donald J. Trump exulted in the FBI's disclosure of new emails in the Hillary Clinton investigation, saying, ""This changes everything."""
846,131459315949_10153962789555950,The Kremlin has repeatedly promised that Russia's election will be free and transparent. The campaign in one town suggests that may not be a reality.
1687,131459315949_10153641880400950,"“Oh look at my African-American over here,” Donald J. Trump said. “Are you the greatest? Do you know what I’m talking about?”"
2688,131459315949_10153059653030950,They came to a Donald J. Trump rally to get extra credit for a history class. They were about to become part of the lesson.
808,131459315949_10153964758935950,"""Donald J. Trump is offering excuses for white Americans who might otherwise hesitate to support a racist candidate,"" Andrew Rosenthal writes in The New York Times Opinion Section."
1587,131459315949_10153707331300950,"Donald J. Trump's style of playground humor is appealing to people (specifically, white men) who are feeling that they aren't in on the joke. Read on in The New York Times Opinion Section."
340,131459315949_10154055714740950,How first-time voters feel about the Hillary Clinton/Donald J. Trump election.Read more from The New York Times Opinion Section.
133,131459315949_10154063084960950,Donald J. Trump addressed supporters in New York early Wednesday after he was elected president in a stunning upset against Hillary Clinton.Photo: Damon Winter/The New York Times
1700,131459315949_10153637651240950,Breaking News: Speaker Paul Ryan has endorsed Donald J. Trump for president.
942,131459315949_10153931465080950,Donald J. Trump has gradually been gaining some ground in recent weeks.
2502,131459315949_10153249349835950,"Women who are conflicted about Hillary Clinton might say she's ""not authentic; can’t trust her; she lies; she’s establishment; she’s a hawk. But then they’ll turn around and sigh, 'It would be great to have a woman president, though.' ”Read on in The New York Times Opinion Section."
2257,131459315949_10153385880450950,Hillary Clinton and Bernie Sanders clash onstage in Flint: 
1739,131459315949_10153609300295950,"""We have to get your governor and get going. She's got to do a better job, OK?"" Donald J. Trump told supporters at a rally in New Mexico."
882,131459315949_10153951183900950,"Donald J. Trump doesn't let reality, including the harm the Russian leader has brought to his own people, get in the way of his post-truth politics. Read on in The New York Times Opinion Section."
1717,5550296508_10154932970111509,"Donald J. Trump relishes airtime, while Hillary Clinton does not. Now, the TV news industry is wondering how to avoid a lopsided view of the election race."
1523,5550296508_10155053796921509,"""I'm not sure when, exactly, Donald J. Trump thinks America was great, but Trumponomics wouldn't come close to bringing the old days back."" Read on in The New York Times Opinion Section."
2983,5550296508_10154337626646509,"“Every night before I go to bed, I light a candle and pray that he stays in the race,"" Stephen Colbert said about Donald J. Trump. ""I also pray that no one puts that candle anywhere near his hair.”"
2106,5550296508_10154706740021509,"""In electoral politics, white men are the air we breathe and the water we swim in.""Read more from The New York Times Opinion Section."
3437,5550296508_10154058267216509,
3634,5550296508_10153803440366509,
3422,5550296508_10154063371076509,
1376,5550296508_10155088947056509,The Trump family embodies a very old sexist hypocrisy: men who want one thing for their wives and another for their children.Read in The New York Times Opinion Section.
2990,5550296508_10154333442851509,"Donald J. Trump's remarks about Megyn Kelly have some Republicans wondering whether the party, and his rival presidential contenders, should continue to accommodate his candidacy."
3680,5550296508_10153583756886509,
580,5550296508_10155484649231509,"To his loyal legions, Donald J. Trump's unfiltered populism is actually the attraction, Declan Walsh writes."
3027,5550296508_10154302100246509,"Hillary Clinton set a goal to produce 33 percent of the nation’s electricity from renewable sources by 2027, up from 7 percent today."
2370,5550296508_10154564460416509,"After Donald J. Trump's strong showing in South Carolina, the Nevada results will demonstrate his staying power or provide his rivals with an opening.Join us for live coverage and analysis from the Nevada GOP caucuses."
1893,5550296508_10154832339866509,The poll suggested that Hillary Clinton's support is driven heavily by aversion to a Donald J. Trump candidacy.
1609,5550296508_10155003671716509,"“I was yelled at when I wore my Hillary shirt to a grocery store in West Hollywood, possibly the most ‘accepting’ neighborhood in the whole world."""
594,5550296508_10155482666541509,"""Donald J. Trump is a walking example of why it is a really bad idea to let people bring their guns into a bar."" Read on in The New York Times Opinion Section."
2387,5550296508_10154546976731509,"""It is not much of an exaggeration to say that once Donald J. Trump got his hands around this promising idea, he basically strangled it."""
3083,5550296508_10154285512846509,"""He’s not a stupid guy, so I don’t assume he thinks that every Mexican crossing the border is a rapist,"" Jeb Bush said of Donald J. Trump."
2341,5550296508_10154573177306509,"Jake Sullivan, Hillary Clinton's senior aide, routinely sent emails to her that should have been classified."
834,5550296508_10155394718126509,"“Not voting is not an option,” Hillary Clinton said. “That just plays into Trump’s hands. It really does.”"
314,5550296508_10155564564376509,"""What is most surprising about American politics is that the issue that elicits more passion than just about any other, except perhaps sex, is a rather unsexy one: taxes."" (via The New York Times Opinion Section)If you live in the U.S. but moved from somewhere else, what is most surprising, or familiar, about this election?"
1367,5550296508_10155089309291509,"NATO's secretary general said that he “will not interfere in the U.S. election campaign,” but made clear that he was alarmed by Donald J. Trump's remarks."
1848,5550296508_10154865182421509,"If Donald J. Trump does take the White House, much, if not all, of his margin of victory will come from voters too ashamed to acknowledge publicly how they intend to cast their vote. Read on in The New York Times Opinion Section."
2246,5550296508_10154633520461509,"Want a ""Make Donald Drumpf Again"" baseball cap? Well, they're sold out."
1839,5550296508_10154869726346509,"""White non-college graduates are a strong base of support for Donald J. Trump, who exclaimed in Nevada, 'I love the poorly educated.' Apparently, the feeling is mutual,"" Charles M. Blow writes in The New York Times Opinion Section."
8,5550296508_10155608142811509,Ivanka Trump's jewelry company used Donald J. Trump's 60 Minutes interview to promote a bracelet.
2940,5550296508_10154366754476509,Prime Minister Alexis Tsipras of Greece has submitted his resignation and called for new elections.
1597,5550296508_10155012823026509,Hillary Clinton and President Bill Clinton are grandparents again.
2276,5550296508_10154608943496509,"“There’s nothing short of Trump shooting my daughter in the street and my grandchildren — there is nothing and nobody that’s going to dissuade me from voting for Trump.” —Lola Butler, 71."
2912,5550296508_10154382727966509,"""She’s desperate,"" Marco Rubio told Fox News about Hillary Clinton. ""Her campaign is in bad shape."""
3207,5550296508_10154225063796509,
3284,5550296508_10154164965151509,
3658,5550296508_10153711694756509,
1405,5550296508_10155080880176509,Donald J. Trump's children gave the most effective and heartfelt speeches on Day 2 of the GOP convention.
3194,5550296508_10154239476121509,President Bill Clinton once said that overhauling loophole-ridden campaign fund-raising rules would be a top goal of his first year in office. Now his wife is pledging to be the agent of change.
380,5550296508_10155548319291509,The latest hacked emails from WikiLeaks show how the news about Hillary Clinton's private server sent the White House and her campaign scrambling.
1084,5550296508_10155232335691509,We're talking with about possible cash payments received by Donald J. Trump's campaign manager from a political party in Ukraine that's friendly with Vladimir Putin.
3471,5550296508_10154051101306509,
107,5550296508_10155583753541509,"“We are going to fix our inner cities and rebuild our highways, bridges, tunnels, airports, schools, hospitals,” Donald J. Trump said in his victory speech. “We’re going to rebuild our infrastructure, which will become, by the way, second to none.”"
1606,5550296508_10155004511861509,The meeting may indicate that Donald J. Trump has modulated his position on gun rights after the Orlando shooting.
517,5550296508_10155494781766509,Nicholas Kristof says: Imagine if Hillary Clinton had done these 26 things. (via The New York Times Opinion Section)
962,5550296508_10155315026246509,Breaking News: The FBI – Federal Bureau of Investigation released its interview of Hillary Clinton and a summary of the email inquiry.
3053,5550296508_10154296150126509,"The question flummoxing so many people, including the powers-that-be at the Republican National Committee, pollsters and voters: Why is Donald J. Trump so popular?"
333,5550296508_10155560940461509,"Update: The United States Department of Justice has received a search warrant to review emails of Huma Abedin, a top Hillary Clinton aide, that were found on her husband's computer."
544,5550296508_10155490183066509,"Donald J. Trump's lawyer asked The New York Times to retract an article that featured 2 women accusing Trump of touching them inappropriately years ago, and issue an apology. This was the NYT lawyer's response."
1120,5550296508_10155198693501509,"After Donald J. Trump suggested that ""Second Amendment people"" could act against Hillary Clinton, he and other Republicans, including Rudy Giuliani, attempted to explain the comments.Read the full story: "
2802,5550296508_10154427828546509,"During an interview on 60 Minutes, President Barack Obama called Hillary Clinton's use of a private email server “a mistake,” but said it had not endangered national security and had been “ginned-up” into a political attack by Republicans eager to keep her from being president."
504,5550296508_10155500851656509,Rising. Healing. Linking arms. Moving on. That's what's supposed to happen in the aftermath of even the bitterest elections. Read on in The New York Times Opinion Section.
125,5550296508_10155581813471509,Women across the U.S. voted for Hillary Clinton in hopes of elevating the first woman to the presidency. They were later met with disappointment when Donald J. Trump triumphed instead.
2470,5550296508_10154523070376509,"Breaking News: Hillary Clinton won the Iowa caucuses, narrowly beating Senator Bernie Sanders, the AP said."
3333,5550296508_10154142912936509,
1919,5550296508_10154814263901509,"“Sir, with all respect,” Ted Cruz said, “Donald J. Trump is deceiving you. He is playing you for a chump.”"
3543,5550296508_10153979273801509,
507,5550296508_10155498348576509,"""Trump has consistently normalized violence, sexual deviance, bigotry and hate speech,"" said Jen Hatmaker, an evangelical motivational speaker. ""I wouldn’t accept this from my seventh-grade son, much less from a potential leader of the free world."""
1229,5550296508_10155131028921509,"Breaking News: Computer accounts connected to Hillary Clinton's campaign were hacked, apparently by Russian spy services, a U.S. official said."
583,5550296508_10155484318256509,"""Donald J. Trump showed once again that this race is and has always been about his ego,"" Andrew Rosenthal writes in The New York Times Opinion Section."
3144,5550296508_10154265958706509,U.S. Senator Bernie Sanders took so many uncompromising stands that he made Hillary Clinton look like a pretender for her recent shifts to the left on gay marriage and free trade.
688,5550296508_10155444540616509,"""I misspoke tonight,"" Senator Kelly Ayotte said several hours after calling Donald J. Trump a ""role model."""
3648,5550296508_10153749841131509,
3646,5550296508_10153757669071509,
3022,5550296508_10154305845536509,"Donald J. Trump called the lawyer who took out a breast pump in front him during a 2011 deposition a “vicious, horrible person,” even as he acknowledged his angry response to the incident."
3230,5550296508_10154207189781509,
1894,5550296508_10154832055256509,"Where things stand, state by state, in a Donald J. Trump-Hillary Clinton matchup."
2706,5550296508_10154453407326509,"""The tragic attacks in Paris prove once again that America needs to get tough on radical Islamic terrorism,"" Donald J. Trump says in one ad. ""President Obama and other politicians have consistently failed us."""
1399,5550296508_10155083617941509,"""If you like what's going on in Turkey today, you'll love Trump's America."" Read on in The New York Times Opinion Section."
1062,5550296508_10155248565216509,"Pressed by the FBI, Hillary Clinton told investigators that former Secretary of State Colin Powell advised her to use a personal email account."
2474,5550296508_10154522133756509,Donald J. Trump will now be known by a title to which he is unaccustomed: loser.
1549,5550296508_10155041350861509,It turned out that the biggest revelation unearthed by a House special committee investigating the Benghazi attack came 15 months ago: Hillary Clinton’s use of a private server.
2773,5550296508_10154433971206509,"A look at 5 crucial issues in the Canadian election, which has become something of a referendum on Prime Minister Stephen Harper."
3362,5550296508_10154123493516509,
3406,5550296508_10154078370336509,
2200,5550296508_10154652764641509,"""A vote for Hillary Clinton means further corruption, further death and destruction for our people. It means more Haitians leaving Haiti and not being able to live in our country."""
3320,5550296508_10154144671071509,
1030,5550296508_10155280088721509,"""The problem is not that minorities won’t listen to Donald J. Trump. They have been listening, and they are appalled,"" Andrew Rosenthal writes in The New York Times Opinion Section."
3120,5550296508_10154277332806509,Ornette Coleman left behind some of the most durable and influential jazz of the 20th century. Here's a brief selection of his high points.
276,5550296508_10155570703426509,Will the last Friday before Election Day make another wave?
2649,5550296508_10154476837756509,"Jeb Bush's key problem? He’s not eating enough fat. As for Donald J. Trump? He should eat less sugar. “Look at him, his cortisol is raging.”"
2587,5550296508_10154494853026509,Donald J. Trump threatened to abandon plans to invest more than $1 billion in Scotland if Britain bars him from entering the country.
1001,5550296508_10155298129581509,"The Senate minority leader says that the evidence suggests an intent to ""falsify official election results."""
3188,5550296508_10154241535471509,"Twenty years to the hour after a bomb gutted Oklahoma City's federal office building, killing 168 people and the United States' complacency about terrorism, a delegation led by former President Bill Clinton gathered to honor the dead and to celebrate the city’s resiliency."
490,5550296508_10155506167326509,"""If I win on Nov. 8, I could see myself meeting with Putin and meeting with Russia prior to the start of the administration,"" Donald J. Trump said."
2956,5550296508_10154356734801509,"In a rare disagreement with President Barack Obama, Hillary Clinton came out against drilling for oil and gas in the Arctic Ocean, after the White House granted approval for exploration off the coast of Alaska."
2412,5550296508_10154540753906509,"""This is as good as Hillary Clinton gets. Calm, in command, not patronizing, armed with facts. Best debate performance yet?"""
1741,5550296508_10154919915511509,"Anxiety, not catastrophe, could widen Donald J. Trump's path to the White House. Read on in The New York Times Opinion Section."
563,5550296508_10155486026691509,Republicans seem unable to censure Donald J. Trump without invoking female spouses and especially offspring. Read on in The New York Times Opinion Section.
2296,5550296508_10154598614386509,Robert Morrow is known for behavior that might make Donald Trump look demure.
3306,5550296508_10154151294646509,
2207,5550296508_10154648333021509,"On Donald J. Trump: ""No modern political party has nominated a candidate like this; no serious political party ever should,"" writes Op-Ed columnist Ross Douthat in The New York Times Opinion Section."
653,5550296508_10155457213836509,Breaking News: The Obama administration formally accused Russia’s government of trying to “interfere with the U.S. election” through cyberattacks.
262,5550296508_10155572178186509,"From Barack Obama's 2003 Senate campaign to Hillary Clinton's 2016 campaign, see how Michelle Obama has evolved on the campaign trail."
2451,5550296508_10154530022606509,"Inside the break room at the Trump campaign headquarters in Manchester, N.H. on Thursday.Photo: Damon Winter/The New York TImes"
2776,5550296508_10154433218036509,"""Hillary Clinton is also right about the Benghazi committee. It has nullified itself."" —Maureen DowdRead more in The New York Times Opinion Section."
3508,5550296508_10154006639231509,
3023,5550296508_10154304464021509,"“You’re disgusting,” Donald J. Trump told a lawyer when she had to take a break to pump breast milk for her newborn. Hundreds of pages of sworn testimony paint an unvarnished image of Mr. Trump."
1152,5550296508_10155178205601509,There has been yet another round of speculation about how the party could get rid of Donald J. Trump.
1418,5550296508_10155073403356509,"Let's talk about Donald J. Trump and the GOP convention. Ralph Reed, chairman of Faith and Freedom Coalition, spoke with our columnist Frank Bruni. And, later, Rep. Kevin Brady of Texas chatted with NYT reporter Carl Hulse."
603,5550296508_10155478886806509,"""Whenever Donald Trump is talking about women as sex objects, he is losing."" — Bill Weld, the Libertarian Party’s vice-presidential nominee, who chatted with us while watching the debate between Donald J. Trump and Hillary Clinton."
1699,5550296508_10154948797321509,"“I’m not thin-skinned at all,"" Donald J. Trump said during Hillary Clinton's speech. “I’m the opposite of thin-skinned.”"
2793,5550296508_10154431000616509,"For Hillary Clinton, it was a referendum on Bernie Sanders's record. For Sanders, it was a night of unexpectedly forceful challenges."
3652,5550296508_10153744473076509,
556,5550296508_10155486867006509,Jessica Leeds was sitting next to Donald J. Trump on a flight to New York in the early 1980s. She told The Times that he lifted the armrest and began to grope her.
2102,5550296508_10154709539196509,Donald J. Trump said that he no longer vowed to support the Republican nominee if it isn’t him.
1968,5550296508_10154792222036509,"Hillary Clinton does not have a front-runner in mind, according to her advisers and allies, but there are several names under discussion."
1661,5550296508_10154977554526509,Hillary Clinton's mother was born the very same day women were granted the right to vote.Read on from Gail Collins in The New York Times Opinion Section.
1573,5550296508_10155027665971509,"""Donald J. Trump is not just razing the standards of civil language, but of civility itself"" Robert Zaretsky writes in The New York Times Opinion Section."
1771,5550296508_10154898052161509,"It's the weekend, but the news doesn't stop. Join Ian Fisher, the NYT weekend editor, to discuss the biggest stories of the day, including news that the Taliban's leader was killed in an American drone strike, the GOP donors who are resisting Donald Trump and the transgender bathroom debate. Submit your questions in the comments, and Paul Moon of the NYT will ask them."
3523,5550296508_10153995059301509,
964,5550296508_10155314095351509,The contest between Donald J. Trump and Hillary Clinton is a topic Benjamin Netanyahu - בנימין נתניהו will not touch.
2171,5550296508_10154666479171509,Donald J. Trump-Chris Christie '16? The Bridgegate trial might spoil that ticket.
903,5550296508_10155365482341509,Hillary Clinton is being treated for pneumonia. A video showed her stumbling after she left a 9/11 ceremony on Sunday.
1078,5550296508_10155240956146509,"""Until death or voting for Trump do us part,"" one reader said."
928,5550296508_10155341938006509,We checked the facts in the presidential forum featuring Hillary Clinton and Donald J. Trump.
1691,5550296508_10154951173326509,Hillary Clinton delivered her most robust attack yet on Donald J. Trump. Here are a few key issues she did not discuss.
165,5550296508_10155578366476509,Hillary Clinton supporters at her election night event at the Javits Center in New York.Photo: Ruth Fremson/The New York Times
2842,5550296508_10154411873956509,"As summer turned to fall, a chilly wind was blowing in New Hampshire for Hillary Clinton: A new poll showed Bernie Sanderssurging ahead of her. (via The New York Times Politics and Washington)"
190,5550296508_10155577498916509,"Election Day is all about waiting. In the meantime, here's a photo of the sun rising over the National Mall in Washington this morning.Photo: Al Drago/The New York Times (via instagram.com/nytimes)"
120,5550296508_10155582272741509,"The mood at the Javits Center in Manhattan, where Hillary Clinton held her election night event. : Todd Heisler/The New York Times"
650,5550296508_10155458447166509,"A tape of Donald J. Trump released today included vulgar phrases that The New York Times does not typically publish, but The Times decided to include them in the story. Joining us now is Carolyn Ryan, the NYT's politics editor, to discuss that decision, the tape, the election and to take your questions.Here's the story: "
3673,5550296508_10153632042581509,
2552,5550296508_10154503823551509,"Many evangelical voters say Donald J. Trump's heart is in the right place, that his intentions for the country are pure, that he alone is capable of delivering to a troubled country salvation."
15,5550296508_10155606556646509,"""For all his humblebragging, Narendra Modi, like Donald J. Trump, illustrated perfectly how money talks, power seduces and success eclipses morality."" Read on in The New York Times Opinion Section."
3511,5550296508_10154005122091509,
2900,5550296508_10154390157391509,"How ""demographic upheaval"" is playing into Donald J. Trump's campaign, from The New York Times Opinion"
2290,5550296508_10154600790686509,Donald J. Trump responds to Mitt Romney's speech with some choice words.
666,5550296508_10155451951941509,While Hillary Clinton was secretary of state the Clinton Foundation took money from foreign bigwigs to help fund its work with impoverished people overseas. But the other guy spent his charity’s money on a six-foot portrait of himself. Any more questions? Read on in The New York Times Opinion Section.
2950,5550296508_10154359083021509,Donald J. Trump's latest protest against political correctness.
383,5550296508_10155546879586509,"7-year-old Maaria has nightmares about Donald J. Trump. She says if he becomes president, “I’m going to stay in my room forever.”"
3092,5550296508_10154282554191509,"Macy's is ending its relationship with Donald J. Trump and phasing out his line of suits, shirts and ties after remarks he made about Mexican immigrants."
606,5550296508_10155477207701509,Donald J. Trump held the surprise news conference via Facebook Live shortly before the second presidential debate.Here is a brief guide to the accusations each woman has made against Bill and Hillary Clinton.
2868,5550296508_10154400753601509,"Fans in Texas cheered by the thousands to remind Donald J. Trump that the “silent majority” he has hailed seems to require some tweaking.“It’s back,” Trump said, “and it’s not silent.”"
1413,5550296508_10155075135121509,"Donald J. Trump's ""populism has come wrapped in racial appeals: 'Mexican rapists,' 'my African-American,' the Muslim ban ... That makes it hard to know whether the populism or the racism has played a bigger role in Trump’s nomination victory."" Read on in The New York Times Opinion Section."
2554,5550296508_10154503616361509,"Heidi Cruz doesn't watch much TV, but Donald J. Trump's ""The Apprentice""? “I love that show,” she said. (via The New York Times Politics and Washington)"
404,5550296508_10155536764946509,"Hillary Clinton is urging core Democratic constituencies to vote early where they can. By running up a lead ahead of Nov. 8 in states like North Carolina and Florida, she could make it very difficult for Donald J. Trump to come back."
3502,5550296508_10154023717996509,
857,5550296508_10155380582796509,"Breaking News: Donald J. Trump backed off birther claims: ""President Barack Obama was born in the United States, period.”"
3174,5550296508_10154244409436509,"Breaking News: Americans now view Hillary Clinton more favorably and as a stronger leader than they did earlier in the year, despite weeks of scrutiny about her ethics, according to a new poll."
2180,5550296508_10154662860521509,"""I think it would be — I think you'd have riots. I think you'd have riots. I'm representing a tremendous, many, many millions of people."" — Donald J. Trump"
1247,5550296508_10155120716791509,"Hillary Diane Rodham Clinton became the first woman to accept a major party’s presidential nomination, a prize that generations of American women have dreamed about for one of their own."
175,5550296508_10155577957236509,"Your vote doesn't exactly decide who becomes president. For that, we turn to the Electoral College. Here's how it works."
3374,5550296508_10154114185381509,
3558,5550296508_10153954242401509,
2911,5550296508_10154383210731509,"Pope Francis’ U.S. visit will be a fitting pivot from our vulgarian summer of Donald J. Trump, ""closing out a gluttonous episode of narcissism, rudeness, frivolity and xenophobia,"" Timothy Egan writes in The New York Times Opinion."
805,5550296508_10155404671031509,Donald J. Trump promised the impossible in Pittsburgh.
2109,5550296508_10154705517096509,Donald J. Trump's nomination could imperil even the Republican party’s seemingly iron grip on the House.
817,5550296508_10155400051811509,"In the middle of making the case for Donald J. Trump, Don King let loose a racial epithet."
2756,5550296508_10154436680206509,"The Benghazi hearing was a reminder that Hillary Clinton does best when she doesn’t try to hide her toughness, Andrew Rosenthal writes in The New York Times Opinion Section."
3546,5550296508_10153974907216509,
3003,5550296508_10154317668736509,"Jon Stewart's nightly comic dissection of current events, politics and the media is coming to an end tonight. The New York Times picked 9 essential moments from ""The Daily Show."" We want you to pick the 10th. What was the most notable ""Daily Show"" moment to you, and why? Please share your response in the comments below. We'll feature a selection of them, along with video clips, after the final episode."
2032,5550296508_10154756042656509,"Donald J. Trump may be the most well-known developer in New York today, but a century ago the Wendels were perhaps the most powerful landlords in New York City."
1797,5550296508_10154889448066509,"We're now in the final stage of a process by which Americans have accepted that Donald J. Trump, wholly unlike any politician they had ever seen, is going to definitely, not maybe, become the standard-bearer of one of the two political parties of the most powerful nation on earth."
2139,5550296508_10154687642826509,"With his endorsement of Ted Cruz, Jeb Bush is sending two messages to voters: Reject Donald J. Trump, and do not keep John Kasich's candidacy alive."
1291,5550296508_10155103868641509,"President Bill Clinton asked voters to cast aside the ""cartoon"" version of Hillary Clinton promoted by Republicans."
293,5550296508_10155567679221509,First Husband? First Gentleman? Presidential spouse? Many people are wondering what President Bill Clinton's role in a Hillary Clinton White House would be — and what we'd call him.
775,5550296508_10155420011826509,Watch Donald J. Trump and Hillary Clinton’s first debate live here. Follow along in the comments for NYT reporters’ live analysis of the debate.
1972,5550296508_10154789596376509,"Hillary Clinton is for them, and Bernie Sanders is against them."
1254,5550296508_10155119234231509,Chelsea Clinton will reintroduce her mom to America at the Democratic convention tonight. Watch live here.
320,5550296508_10155564235241509,"Donald J. Trump's campaign has disputed a bill for $766,756 from a well-regarded Republican pollster."
2130,5550296508_10154691262251509,Young voters are rejecting Donald J. Trump and turning to Bernie Sanders. It could weigh on the Republican Party for a generation.
1498,5550296508_10155058467416509,"In the span of 30 minutes, an often-shouting Donald J. Trump breathed new life into a controversy that had begun to die down."
2668,5550296508_10154469263906509,"""Donald Trump is unhinged. His 'policy' proposals are not serious."" — Jeb Bush"
1628,5550296508_10154999003876509,"Former President Bill Clinton, Billy Crystal, family and friends gathered to pay their final respects to Muhammad Ali."
2425,5550296508_10154538282376509,"Breaking News: Carly Fiorina, who entered the race presenting herself as the GOP's answer to Hillary Clinton, has suspended her campaign after a poor showing in Iowa and New Hampshire."
1215,5550296508_10155142070991509,"The Democratic ""convention’s showmanship was strikingly unifying, bipartisan, moderate,"" Ross Douthat writes, but Hillary Clinton’s domestic agenda is not. She’s running as a liberal, full stop, with a platform well to the left of where her party stood five or 10 or 20 years ago.""Read on in The New York Times Opinion Section."
937,5550296508_10155335341471509,"Donald J. Trump is defending himself against claims that he donated $25,000 to a group supporting the Florida attorney general, Pam Bondi, to sway her office’s review of fraud allegations at Trump University."
2700,5550296508_10154455629821509,"""This week we had a chance to watch Hillary Clinton respond in real time to a complex foreign policy challenge.""Read more from The New York Times Opinion Section"
1491,5550296508_10155058681696509,How Donald J. Trump handles the events of the last 3 days will say a great deal about the remaining months of the 2016 campaign.
2144,5550296508_10154683456326509,"""Do you all remember how beautiful and safe a place Brussels wss,"" Donald J. Trump  wrote on Twitter (misspelling the last word). ""Not anymore, it is from a different world! U.S. must be vigilant and smart!"""
