statis_id,content,source
5550296508_10155425699331509,Anderson Cooper asked Donald J. Trump if he understood that what he described in newly released tapes is sexual assault. Trump said it was just locker room talk before pivoting to an answer about ISIS. ,cnn
5550296508_10154738384566509,"If Donald J. Trump continues on this path, ""he will be revealed for who he is: a weak candidate whose attitudes represent America's past, not its future,"" a CNN Opinion writer says.",cnn
5550296508_10155524734821509,"Donald J. Trump opens an Iowa rally by praising the FBIs plans to review emails related to Hillary Clinton's email server controversy, and the crowd cheers and chants, ""Lock her up!"" ",cnn
5550296508_10155577460681509,"BREAKING: Hillary Clinton will win New Mexico; Donald J. Trump  will win Missouri, CNN projects cnn.it/results #ElectionNight",cnn
5550296508_10155073519871509,"U.S. Senator Tim Kaine was governor of Virginia when the Virginia Tech shooting occurred, and his advocacy for gun control fits in with the Hillary Clinton camp.",cnn
5550296508_10155265954641509,Hillary Clinton had a long coughing fit and jokingly blames it on being allergic to Donald J. Trump ,cnn
5550296508_10155085242166509,"""Donald J. Trump has shown us who he really he is. I honestly feel bad for anyone with that much hate in their heart,"" she said.",cnn
5550296508_10154548660151509,Has anybody tried that wine? How good can that wine be? President Obama poked fun at Donald J. Trump and the GOP at a fundraiser in Texas.,cnn
5550296508_10153960994731509,"Agree or disagree? Donald J. Trump said Mitt Romney should have won, but ""let us down"": ",cnn
5550296508_10154326883536509,"For Donald J. Trump, Christmas doesn't seem to be the season of peace",cnn
5550296508_10155489220086509,"""What you see is what you get, what you hear is what you get."" Ivanka Trump talks about her father the day after the final presidential debate ",cnn
5550296508_10155366957426509,"""I'm very happy I was able to hold back on the indiscretions with respect to Bill Clinton. Because I have a lot of respect for Chelsea Clinton,"" Donald J. Trump told CNN after Monday night's debate.",cnn
5550296508_10154391239306509,Should Donald J. Trump be banned from the UK?,cnn
5550296508_10154600637536509,"Donald J. Trump said Ted Cruz should ""be careful"" or he would ""spill the beans"" on his wife, Heidi Cruz.",cnn
5550296508_10154359083021509,"Donald J. Trump: ""Politicians don't know how to build walls. They don't know how to build anything."" #TrumpOnCNN ",cnn
5550296508_10155426027281509,"Hillary Clinton, watch out.",cnn
5550296508_10155514293351509,More than 7.3 million Americans have already voted. Here's why Hillary Clinton's campaign has reason to be optimistic.,cnn
5550296508_10154978245366509,"Donald J. Trump on waterboarding: ""I said 'I like it a lot, and I don't think it's tough enough'"" ",cnn
5550296508_10154435247556509,"After Ted Cruz victory, Donald J. Trump is calling for a new set of caucuses in Iowa...",cnn
5550296508_10154058109151509,"Carly Fiorina, Donald J. Trump and the ""hot guy."" Here's your top social media moments from #CNNDdebate: ",cnn
5550296508_10155099557071509,Chelsea Clinton on her mother's primary mission ,cnn
5550296508_10155350933026509,Hillary Clinton has a solid 6-point lead over Donald J. Trump heading into the first presidential debate on Monday,cnn
5550296508_10154035026681509,Donald Trump has deleted a tweet about the Sept. 11 attacks: ,cnn
5550296508_10154445944071509,"""Why wasn't this sounding alarms everywhere?"" Hillary Clinton asks of the water crisis in Flint, Michigan. ",cnn
5550296508_10155449816896509,"""The guy in the seat across the aisle could see. And I kept thinking, maybe the stewardess is going to come and he'll stop, but she never came,"" Donald J. Trump accuser Jessica Leeds tells Anderson Cooper.",cnn
5550296508_10154543569001509,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",cnn
5550296508_10154519836151509,"The two have not spoken since the day they clashed at a debate last August. As tonight's debate approaches, here are some moments from the often bitter back and forth between Donald J. Trump and Megyn Kelly. ",cnn
5550296508_10155266723641509,Donald J. Trump donated to a group supporting Bondi's reelection bid after her office said it was weighing an investigation into Trump University.,cnn
5550296508_10155530684681509,"""His conduct does not reflect our campaign or our candidate"": Kellyanne Conway on Trump supporter's anti-semitic chant. ",cnn
5550296508_10155432854201509,"More than 450,000 votes were cast before anyone had seen Trump's sexually aggressive video released last week",cnn
5550296508_10155419837786509,"""I'd never withdraw. I've never withdrawn in my life. No, I'm not quitting. I have tremendous support."" - Donald J. Trump",cnn
5550296508_10154810125691509,Donald J. Trump says he'd be willing to speak with North Korean leader Kim Jong Un -- a sharp departure from current U.S. policy.,cnn
5550296508_10155471139621509,"Melania Trump says Donald J. Trump was ""egged on"" by Billy Bush when he made sexually aggressive remarks. Watch the full interview tonight at 8 p.m. ",cnn
5550296508_10154919915511509,"""Donald Trump is the most pro-gay republican nominee, ever.""A prominent gay Republican is trying to get others to support Donald J. Trump ",cnn
5550296508_10154005557866509,"Donald J. Trump will meet with Republican National Committee chairman Reince Priebus Thursday, one day after party officials began circulating a loyalty pledge that looked squarely aimed at Trump. ",cnn
5550296508_10154463728421509,"President Obama enters what's certain to become an acrimonious election-year battle, declaring he will act ""in due time"" to replace Supreme Court Justice Antonin Scalia, who died suddenly.  are responsibilities that I take seriously, as should everyone. They're bigger than any one party. They are about our democracy. They're about the institution to which Justice Scalia dedicated his professional life,"" Obama says.",cnn
5550296508_10154629640846509,"John Kasich's campaign wants to coordinate with Ted Cruz's to deny Donald J. Trump enough delegates, even bringing in Mitt Romney to help.There's just one small hitch in this plan...",cnn
5550296508_10155304534391509,"NBA star Stephen Curry says he backs Hillary Clinton and supports Colin Kaepernick's protest, but that he will ""most likely"" stand for the national anthem",cnn
5550296508_10154496657821509,Here's the first thing that Donald J. Trump thought when he heard Pope Francis had made critical comments against him...,cnn
5550296508_10153708999981509,Next year's election presents a new opportunity for politicians to harness a slew of technologies. This is how your phone is crucial to 2016 election: ,cnn
5550296508_10154760498086509,#Breaking: CNN projects Donald J. Trump will win the Indiana Republican primary  #INPrimary,cnn
5550296508_10154364451811509,"The chairman of the Senate Judiciary Committee called on Hillary Clinton to ""come clean"" after the State Department released a particular email.",cnn
5550296508_10154433119911509,"In a recent Twitter rant, billionaire Donald J. Trump suggests that self-funding his campaign is ""not worth it.""",cnn
5550296508_10154471796836509,And President Obama has a message for Donald J. Trump.,cnn
5550296508_10154412130331509,"Ted Cruz says Donald J. Trump ""could be unstoppable"" if he wins the Iowa caucus.",cnn
5550296508_10154547708546509,She says she's tired of Donald J. Trump's public attacks.,cnn
5550296508_10155488845016509,"Janet Jackson's 1986 hit single ""Nasty"" is seeing a 250% spike on Spotify after Donald J. Trump called Hillary Clinton ""such a nasty woman""",cnn
5550296508_10155241292326509,"Donald J. Trump announced that he will meet Wednesday with Mexico President Enrique Pea Nieto, just hours before he is set to deliver a speech focused on immigration policy.",cnn
5550296508_10155552796766509,Melania Trump didn't mention any of Donald J. Trump's Twitter activities when addressing cyber bullying ,cnn
5550296508_10155104482731509,"Father of Muslim soldier to Donald J. Trump, ""Have you even read the United States Constitution? I'll gladly lend you my copy""",cnn
5550296508_10155444540616509,"Ex-beauty queen says it was humiliating for Donald J. Trump to be backstage, ""before you could put a robe or kind of dress yourself, he walked in. Some women were half naked, others were in the process of changing. ",cnn
5550296508_10154547533496509,"Violence erupted at a St. Louis campaign rally for Donald J. Trump, resulting in 32 arrests. And in Chicago, a planned event was postponed amid growing security concerns. ",cnn
5550296508_10154433818476509,"Born seven years before women were granted the right to vote, she's participated in 20 presidential elections.There's one big thing she's hoping for in her ""second century.""",cnn
5550296508_10155120493731509,Donald J. Trump is testing just how far he can push his unconventional campaign without wrecking it.,cnn
5550296508_10154143551176509,One burning question on voters' minds was put to rest during the first #DemDebate: Hillary Clinton and Bernie Sanders talk weed. ,cnn
5550296508_10154264689081509,That time Donald J. Trump signed a woman's chest ,cnn
5550296508_10154185286536509,"You can see Donald J. Trump's face almost everywhere this campaign season -- and on this ""Trumpkin."" ",cnn
5550296508_10153599953221509,"Sen. Bernie Sanders, the long-serving independent from Vermont, could announce within a few days that he will seek the Democratic nomination for the presidency. Do you think Sanders can bring a real challenge to Democratic front-runner Hillary Clinton? READ: ",cnn
5550296508_10155400051811509,"Reid Hoffman, tech billionaire and co-founder of LinkedIn, scoffed at Donald J. Trump's claims of being a great businessman. ",cnn
5550296508_10154879263721509,Donald J. Trump on CNN State of the Union defends his claims that a judge overseeing a lawsuit against Trump University is biased because of his Mexican heritage. ,cnn
5550296508_10154242968881509,"Chicago Mayor Rahm Emanuel on release of video in #LaquanMcDonald shooting case: ""I believe this is a moment that can build bridges of understanding rather than become a barrier of misunderstanding.""  (The images in the police video may be disturbing for some; viewer discretion is advised.)",cnn
5550296508_10154978605891509,"A conservative radio host mocked Elizabeth Warren with a stereotypical Native American war cry as he opened for Donald J. Trump, who has nicknamed the senator ""Pocahontas."" ",cnn
5550296508_10155582905001509,"I will respect that hes the President, but Im going to fight every single day to make sure hes one-term, a New York protester said of Donald J. Trump's election victory ",cnn
5550296508_10154120537306509,"Hillary Clinton played the role of a bartender named ""Val"" on the 41st season premiere of NBC's ""Saturday Night Live.""  ",cnn
5550296508_10154453078031509,"Hillary Clinton speaking from New Hampshire: ""I don't know what we'd have done tonight if we'd actually won.... I still love New Hampshire"" ",cnn
5550296508_10155465730231509,This is the first time the PayPal cofounder will be donating to Donald J. Trump's campaign.,cnn
5550296508_10153890934811509,What's your opinion of Donald J. Trump? Here's the type of voter who is most likely to back Trump for The White House: ,cnn
5550296508_10154272568526509,"Donald J. Trump live- tweeted Barack Obama's Oval Office address, and here's what he had to say:",cnn
5550296508_10155099768436509,"""Imagine him in the Oval Office facing a real crisis. A man you can bait with a tweet is not a man we can trust with nuclear weapons."" - Hillary Clinton on Donald J. Trump. ",cnn
5550296508_10155145472616509,"Evan McMullin called Donald J. Trump ""inhuman"" and ""authoritarian,"" and said the Republican nominee doesn't care about anyone but himself. ",cnn
5550296508_10155500240286509,"A half dozen taco trucks formed a ""wall"" outside of the Trump International Las Vegas hotel hours before the last debate between Donald J. Trump and Hillary Clinton",cnn
5550296508_10154151294646509,"""I don't know what to expect"" at the next #Benghazi hearing, Hillary Clinton tells Jake Tapper.  #HillaryOnCNN via The Lead with Jake Tapper",cnn
5550296508_10154608943496509,"""[Donald J. Trump], you're a sniveling coward and leave Heidi the hell alone,"" Ted Cruz told reporters.",cnn
5550296508_10154524918756509,"More than two dozen protesters chanting ""black lives matter"" disrupted Donald J. Trump's rally in New Orleans, linking arms and resisting security personnel.",cnn
5550296508_10155596215046509,Hillary Clinton said the first letter from FBI Director James Comey stopped the momentum she had built after three debates.,cnn
5550296508_10154055881581509,"President Barack Obama chalked up attacks on his record to election-year politics, but said there was ""nothing particularly patriotic"" about the rhetoric. ",cnn
5550296508_10155482478391509,"""These hands clean the rooms every single day for Mr. Trump so he can be rich."" Meet the Trump workers who are not voting for Donald J. Trump ",cnn
5550296508_10154334792476509,"Hillary Clinton's campaign says she won't be ""pushed around"" by Donald J. Trump",cnn
5550296508_10155219123676509,"Highlights from Donald J. Trump's interview with Anderson Cooper:  Trump says he will deport ""many, many people"" and there ""is no path to legalization"" unless undocumented immigrants first leave. Trump says Hillary Clinton is a bigot who is selling African-Americans ""down the tubes."" Trump denies knowing of the so-called ""alt-right"" movement.More on CNN Politics: ",cnn
5550296508_10155260808731509,"President Obama  says that Donald J. Trump  has ""been able to appeal to a certain group of folks who feel left out."" ",cnn
5550296508_10155025910691509,"Hillary Clinton responds to Donald J. Trump's past criticisms: ""If fighting for equal pay and paid family leave is playing the woman card, then deal me in."" ",cnn
5550296508_10155429892671509,"House Speaker Paul Ryan said he will no longer defend Donald J. Trump, but he did not say whether he'd reverse his endorsement of the GOP candidate.",cnn
5550296508_10154397127856509,"""How can you say that groups like [Planned Parenthood] and [Human Rights Campaign] are part of the 'establishment' you're taking on?"" tweeted Hillary Clinton, referring to Bernie Sanders.",cnn
5550296508_10155589305611509,"As a former White House correspondent, CNN's Wolf Blitzer called out Donald J. Trump, saying it was ""unacceptable"" to leave the press behind in Washington.",cnn
5550296508_10155463721121509,"Rep. Renee Ellmers on Trump groping allegations: ""It's a she said/he said situation."" Jake Tapper: ""It's a she said, she said, she said, she said, she said, she said, she said, she said, she said situation."" ",cnn
5550296508_10153896553776509,"Donald J. Trump called ""The Daily Beast"" a ""joke"" desperate to remain relevant. ",cnn
5550296508_10155575270891509,"We're live at Susan B. Anthony's gravesite, where hundreds of voters are making an emotional pilgrimage on this #ElectionDayAnthony was a pioneering activist who fought for women's suffrage. She died in 1906, 14 years before women got the right to vote. #CNNElection ",cnn
5550296508_10154789077241509,"""You know after I said that, my poll numbers went up seven points,"" Donald J. Trump said",cnn
5550296508_10154542934056509,"A protester was punched at a Donald J. Trump rally in North Carolina while being escorted out by police. Police have a 78-year-old man in custody, charged with assault. ",cnn
5550296508_10155496193196509,"After Donald J. Trump explained that his lewd comments were ""locker room talk,"" these teenage boys wanted to show that those comments don't happen in their locker room ",cnn
5550296508_10155053691971509,"CNN asked NJ Gov. Chris Christie, who lost out to Indiana Gov. Mike Pence for Donald J. Trump's VP spot, if being at the #GOPConvention was bitter sweet. He said it wasn't  and he is ""really comfortable and confident"" with his role on the team. ",cnn
5550296508_10154465175396509,Saturday Night Live mocks Hillary Clinton's attempt to win over young voters. CNN's Erin Burnett has more. ,cnn
5550296508_10154291183576509,Donald J. Trump takes center stage... Here's our official podium line up for Tuesday's #GOPDebate,cnn
5550296508_10155071661066509,Here's your 90-second recap of the last night of the Republican National Convention and Donald J. Trump's big speech ,cnn
5550296508_10154379386311509,"""I think she's right -- I am angry."" In an interview on Erin Burnett OutFront, Donald J. Trump responded to Nikki Haley's remarks about him after #SOTU.  #TrumpOnCNN #SOTUresponse",cnn
5550296508_10155037893261509,Donald J. Trump and Hillary Clinton struck different tones following the attack.,cnn
15704546335_10154148938876336,"""Trump is doing more than anyone since Ronald Reagan to bring in a new generation of voters.""On 'Happening Now,' Newt Gingrich said that Donald J. Trump is bringing Democrats and Independents into the Republican party. What do you think?",fox
15704546335_10154560644861336,"Mike Pence slammed Hillary Clinton for playing to the ""politics of division.""",fox
15704546335_10154151510956336,"BREAKING NEWS: Right now, a number of protesters have shut down a highway heading to a Donald J. Trump event in Arizona. ",fox
15704546335_10154308448306336,"""It was the policies of Clinton-Obama which created ISIS in the first place.""  Dr. Ben Carson",fox
15704546335_10153593169941336,"Donald J. Trump graced the cover of the newest TIME magazine, under the headline, ""The Donald Has Landed: Deal With It.""",fox
15704546335_10154365337111336,"Bill O'Reilly: Why do you think President Obama is not fighting ISIS as aggressively as perhaps he could?Donald J. Trump: I think nobody knows, Bill. I have absolutely no idea. All I know is that he should be...",fox
15704546335_10154657231561336,"""It's hard to believe that something like this could happen in the land of the free ... But we live in a nation that pledges its allegiance to the Rainbow flag  a nation where gay rights now trump everyone elses rights,"" Todd Starnes writes.",fox
15704546335_10154606420846336,"Live Now: Donald J. Trump speaks to supporters at a rally in Asheville, North Carolina.",fox
15704546335_10154628599831336,"""The African-American community has been extremely loyal to the Democrats, but unfortunately the Democrats have not been loyal to African-Americans.""Omarosa said Donald J. Trump wants to bring change to the inner cities, and is willing to earn the African-American vote, not take it for granted.",fox
15704546335_10154743296686336,"Today, Charlie Hurt told Tucker Carlson that the Clintons' home as well as that of former Anthony Weiner and Huma Abedin ""should've been raided in the first investigation."" ",fox
15704546335_10154281971396336,Breaking News: Speaker Paul Ryan has reportedly suggested that hed be willing to step down as Republican Convention chairman if Donald J. Trump asks. Ryan has yet to endorse Trump as the presumptive GOP nominee. ,fox
15704546335_10154319683581336,They called. They kept callingHundreds and hundreds of emails and callsAnd she was sleeping. She was sleeping! I dont sleep much. Donald J. Trump blasts Hillary Clinton for the way she responded to Benghazi.,fox
15704546335_10154560147266336,"""The Clintons are greedy. They love money. They love money so much they've been accused of ignoring ethics and, very likely, laws to rake in more and more money.""  Eric Bolling ",fox
15704546335_10153925796651336,"PolitiFact rated the claim ""false,"" and an Associated Press fact check also said Clinton has no evidence to back up her debate claim on the videos.",fox
15704546335_10154544174496336,"Today on ""FOX & Friends Weekend,"" Gianno Caldwell had blunt words about Hillary Clinton.",fox
15704546335_10154560445581336,"Similarities between Donald Trump and Harry Potters nemesis, Lord Voldemort, have not gone without notice during the 2016 campaign,"" wrote Professor Diana Mutz.",fox
15704546335_10154776352251336,Fox News projects Donald J. Trump wins the swing state of North Carolina. #Election2016 #FoxNews2016 Watch Fox News Channel: ,fox
15704546335_10154441843241336,"Presumptive Democratic presidential nominee Hillary Clinton is ahead of Republican Donald J. Trump by 10 points in Colorado, according to the latest Fox News Poll, while also up by 7 points in the battleground state of Virginia.",fox
15704546335_10154156659726336,"Must-See Lineup TONIGHT: All three Republican rivals appear on Fox News, kicking off at 6p ET on ""Special Report,"" where Bret Baier talks to John Kasich and Ted Cruz.Then at 9p ET, Megyn Kelly goes one-on-one with Sen. Cruz.And at 10p ET, Sean Hannity has an hour-long no-holds-barred interview with Donald J. Trump. You won't want to miss this! ",fox
15704546335_10154747048436336,"""We commend the director of the FBI.""On ""Fox News Sunday,"" Mike Pence discussed the ongoing FBI investigation into Hillary Clinton.",fox
15704546335_10154525587756336,"Hillary Clinton got 85 percent of the African American vote, while Gary Johnson got seven percent.",fox
15704546335_10154189856966336,"If abortions were made illegal in the United States, Donald J. Trump said there should be consequences for breaking the law. Do you agree?",fox
15704546335_10154322550631336,"""For too long, President Obama cares more about world leaders' opinion ... than the opinion of the people he actually works for, the American people.""Bobby Jindal criticized Obama's comments on world leaders being ""rattled"" by Donald J. Trump and said ""that'd be a good thing.""",fox
15704546335_10154466464526336,"""Donald J. Trump is going to show respect for the law enforcement officers so they don't wear targets on their back.""Mike Huckabee said Republicans are saying to the American people, ""you want to stand with the cops or ... stand with the crooks?""",fox
15704546335_10154392122711336,He was wrong on this. He didnt get the mood of his country rightBut hes a good man.  Donald J. Trump comments on British Prime Minister David Cameron resigning after Britain votes to leave the EU. #Brexit,fox
15704546335_10154419808931336,Here's what Speaker Paul Ryan thinks after learning the FBI's recommendation not to charge Hillary Clinton.,fox
15704546335_10154341537511336,"""This is anti-Americanism.""Mike Huckabee responded to the violence committed against Donald J. Trump supporters in San Jose, California. ",fox
15704546335_10154486097066336,"Hillary Clinton should embrace the ""evil, cartoon version"" of herself that's often portrayed by the media, Bill Maher said on ""Real Time"" last night.",fox
15704546335_10154424159801336,FBI Director James Comey explains why he recommended that Hillary Clinton not face charges for her private email server.,fox
15704546335_10154706888431336,"Newt Gingrich reacted to new Wikileaks emails on Clinton campaign chairman John Podesta & FBI documents that indicate a top State Department official proposed a ""quid pro quo"" to the Bureau.",fox
15704546335_10154354044571336,Breaking News: President Barack Obama endorses Hillary Clinton for president.,fox
15704546335_10154130154371336,"""Some [protesters] represented Bernie, our Communist friend... He should really get up and say to his people, 'Stop, stop.' Not me.""Moments ago at a rally in Vandalia, Ohio, Donald J. Trump talked about last night's canceled Chicago event, the divisions in this country, and called President Obama the ""Great Divider.""",fox
15704546335_10154713599241336,Debate question: Will Donald Trump accept the results of the election?Donald J. Trump: I will tell you at the time. Ill keep you in suspense.Hillary Clinton: Thats horrifying.,fox
15704546335_10154753353251336,"On Fox & Friends, Speaker Paul Ryan said former President Bill Clinton and Hillary Clinton ""live beyond the rules.""",fox
15704546335_10154776515116336,Fox News projects Donald J. Trump wins the swing state of Iowa. #Election2016 #FoxNews2016 Watch Fox News Channel: ,fox
15704546335_10154139618031336,"These arent my grandpas Democrats Its a party of enabling. They enable people to stay weak and poor and full of excuses, Gayla Baer-Taylor, lifelong Democrat on why shes voting for Donald J. Trump ",fox
15704546335_10154743059856336,"""Do you want somebody who puts their financial well-being first, as Hillary Clinton did all the way back with cattle futures... Is this what we want in the White House?""  Darrell Issa ",fox
15704546335_10154272995976336,"George H.W. Bush and George W. Bush do not plan to endorse the presumptive Republican nominee, Donald J. Trump.",fox
15704546335_10154733756261336,Los Angeles police are investigating the vandalizing of Donald J. Trump's star on the Hollywood Walk of Fame following a report that it was smashed with a sledgehammer.,fox
15704546335_10154149883666336,"At this point, Kasichs role is essentially as a spoiler. A vote for John Kasich is a vote for Donald J. Trump.Do agree with Sen. Ted Cruz that it's time for Kasich to suspend his campaign? ",fox
15704546335_10153408332966336,"Breaking News: NBC is ending its business relationship with Donald J. Trump due to his ""recent derogatory statements"" regarding immigrants. DETAILS: ",fox
15704546335_10154734564116336,Some Texas residents are claiming machines have switched their votes from Donald J. Trump to Hillary Clinton  though local officials are saying many of the incidents are due to human error.,fox
15704546335_10154547493221336,"ABC News' Stephanopoulos, a former aide to President Bill Clinton, must have forgotten to disclose his own five-figure donations to the organization.",fox
15704546335_10154677092041336,"""Democrats have taken the African-American community for granted for a very long time.""Today on ""FOX & Friends Weekend,"" Leslie Wimes talked about the Democratic Party's relationship to African-Americans, and explained why Hillary Clinton ""does not inspire the African-American community.""",fox
15704546335_10154479183626336,"Ahead of President Obama's speech to the Democratic National Convention tonight, The White House released excerpts touting Hillary Clinton's experience.",fox
15704546335_10153872673116336,"""Attacking Trump is a very foolish strategy.""Yesterday on ""Sunday Morning Futures with Maria Bartiromo,"" Ed Rollins discussed the news that some major Republican donors are fueling an ad blitz against Donald J. Trump.",fox
15704546335_10154778650271336,"In her #election2016 concession speech, Hillary Clinton had this message for young people. ",fox
15704546335_10153990581571336,Hillary Clinton outlined her plan to prevent terror attacks on American soil during tonights #DemDebate.,fox
15704546335_10154715271651336,"""Donald Trump talking about the rigged, corrupt system is very important when your opponent...has used the State Department as a concierge for foreign donations."" Trump campaign manager Kellyanne Conway",fox
15704546335_10154474383916336,Donald J. Trump tweeted in response to Bernie Sanders' #DNC speech.  More: ,fox
15704546335_10153334647066336,"Accusing her of ""dividing Americans"" and political pandering, several of Hillary Clinton's potential Republican rivals fired back after she accused them of trying to make it more difficult for Americans to vote.",fox
15704546335_10154681530801336,"""With prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald J. Trump is different.""  Hillary Clinton ",fox
15704546335_10154256507986336,"As an Indiana University graduate and WWII vet, I have a tremendous respect for The General, Bobby Knight. One of our nations heroes got to ask Donald J. Trump and Bobby Knight a question at last night's #TrumpTownHall  but not before the entire room rose to an emotional standing ovation. ",fox
15704546335_10153919658056336,45 percent of Democrats favor a temporary ban on non-U.S. Muslims if Donald J. Trumps name is not mentioned.,fox
15704546335_10154518020496336,Hillary Clinton delivers a speech about jobs and the economy.,fox
15704546335_10154038388016336,"""I would love to run against a socialist, probably a communist, if you want to know the truth.""Today on ""FOX & Friends Weekend,"" Donald J. Trump talked about potentially running against Sen. Bernie Sanders in the fall.",fox
15704546335_10154494128271336,"Watch Live: Donald J. Trump holds a rally in Ashburn, Virginia.",fox
15704546335_10154427947561336,Donald J. Trump and Hillary Clinton responded to the #Dallas shooting.,fox
15704546335_10154786008101336,"Bill O'Reilly said the attackers in Chicago - who were caught on tape yelling ""don't vote Trump"" as the man was beaten in the street - should be charged with a hate crime. What do you think?",fox
15704546335_10154274214871336,I felt last fall that he would be the Republican nominee.Michael Moore said that its time for people to take Donald J. Trump seriously. Do you agree? ,fox
15704546335_10154626383771336,"""[Hillary Clinton] keeps saying that we need to move slowly on this. Someone give her a Red Bull, because the wolf is at the door  the wolf is chewing through the door.""  Sheriff David Clarke on fighting Islamic terror threat",fox
15704546335_10153708368441336,Federal investigators have reportedly recovered work-related and personal emails that Hillary Clinton claimed were deleted from her personal server.,fox
15704546335_10154586392811336,"Hillary Clinton was a first lady. She was a senator from New York, she was a secretary of state. For her to argue to the American people that she didnt know how to classify informationis not only untrue but it's laughable and its insulting to the American peoples intelligence.  Katie Pavlich",fox
15704546335_10154167434871336,"""Hillary Clinton could be considered a founding member of ISIS.""  Rudy Giuliani ",fox
15704546335_10154209037121336,"If Ted Cruz was running without Donald J. Trump, Cruz would be the guy the establishment would be totally opposed to But now that theyre terrified of Trump, theyve decided that if they dont like Cruz, at least they could tolerate him.  Newt Gingrich",fox
15704546335_10154743070071336,"In July, House Minority Leader Nancy Pelosi called Comey a ""great man"" for his original decision not to suggest charges against Hillary Clinton.",fox
15704546335_10154060020576336,"[Donald J. Trump] sounds like a liberal Democrat to me, Bret Baier. Hes wrong.Last night on Special Report, former VP Dick Cheney said that Trump is ""way off base"" with his claims about 9/11 and clearly hasn't spent any time learning the facts of that period. bit.ly/1QhJhVY",fox
15704546335_10153888109496336,"Mike Fernandez, a Jeb Bush donor, ran a full-page ad in McClatchys Miami Herald Sunday and will run the same ad on Dec. 14 in Des Moines and Las Vegas slamming Donald J. Trump.",fox
15704546335_10154189467221336,Andrea Tantaros agrees with Donald J. Trump that he has not been treated fairly. She says were finally seeing some honesty after the GOP candidate said he would no longer honor his pledge to support the eventual Republican nominee for president. Thoughts? ,fox
15704546335_10154550359091336,"In the piece, Philip Kennicott casts Trump as a Putin-esque authoritarian who could be waiting to grab the arts world by the throat. He says Trump has deployed authoritarian language more consistently than any major political figure in memory.",fox
15704546335_10154196571391336,Dr. Ben Carson's comments indicate that Mr. Trump used the promise of a role in his administration to secure Dr. Carsons support for his presidential campaign.,fox
15704546335_10153820772231336,"During the opening monologue, Donald J. Trump was interrupted by Seinfeld creator and Bernie Sanders alter-ego Larry David, who shouted Trumps a racist!",fox
15704546335_10154410809836336,Watch Attorney General Loretta Lynch address plans to accept whatever recommendation comes from the FBI on the charges related to Hillary Clinton's personal email server.Courtesy: Aspen Institute/Aspen Ideas Festival,fox
15704546335_10153902863606336,The U.S. Department of State cannot find emails sent by Hillary Clintons IT staffer Bryan Pagliano who helped setup Clintons private email server.,fox
15704546335_10154775541571336,Mike Pence tweeted his thanks after Donald J. Trump won the state of Indiana. #FoxNews2016 #Election2016,fox
15704546335_10154193786156336,"""If in fact abortion was outlawed, the person performing the abortion  the doctor or whoever it may be  ... not the woman is responsible.""Donald J. Trump clarified his controversial comments on abortion, saying ""my stance is the exact same as Ronald Reagan.""",fox
15704546335_10154771172291336,"In the final Fox News poll before #ElectionDay, Hillary Clinton leads Donald J. Trump by 4 percent. ",fox
15704546335_10154422245461336,"Attorneys for convicted sex offender Jeffrey Epstein touted his close friendship with Bill Clinton and even claimed the billionaire helped start the Clinton Foundation in a 2007 letter aimed at boosting his image during plea negotiations, FoxNews.com has learned.",fox
15704546335_10154465958536336,Live: Hillary Clinton holds a rally for supporters in Tampa.,fox
15704546335_10154779118816336,The Dow Jones industrial average closed near an all-time high after surging up 255.27 points following Donald J. Trump's surprise victory. More: ,fox
15704546335_10154463084556336,Liberal filmmaker Michael Moore had an interesting prediction about Donald J. Trump.,fox
15704546335_10153939597586336,"""If [Donald J. Trump's] the nominee, of course I'll support him.""Yesterday on ""Fox News Sunday,"" Mike Huckabee pledged to support Donald Trump if the billionaire businessman becomes the presidential nominee of the GOP.",fox
15704546335_10154461690416336,"""My father doesn't think in terms of demographic. He thinks in terms of the person.""Ivanka Trump said her father ""lives gender equality"" by looking for the same qualities of drive, passion, and vision in both women and men equally.",fox
15704546335_10154765663521336,"Just as it was getting started, Hillary Clinton's speech in Florida was stopped by a torrential downpour.",fox
15704546335_10154134961516336,"""[Donald J. Trump's] not going to be president.""Today on ""Fox News Sunday,"" John Kasich had blunt words for Trump, comparing his campaigning style to the GOP front-runner's. ",fox
15704546335_10154061841796336,"Were helping Hillary and were helping ourselves. Women should help other women, right? Entice Love, a 26-year-old sex worker, said.",fox
15704546335_10154067580461336,"This is the first time Bernie Sanders has been ahead of Hillary Clinton, who not long ago was regularly described as the presumptive Democratic nominee.",fox
15704546335_10154134353301336,"""The left is mad because he's standing up to them. That's what the problem is - you're supposed to submit to them and be a nice little meek lamb.""On ""FOX & Friends Weekend"" this morning, Dr. Ben Carson talked about Donald J. Trump's recent problems with activists.",fox
15704546335_10154315263226336,BREAKING NEWS: The Democratic governor and Clinton ally is the target of a Justice Department investigation into whether he violated campaign finance laws.,fox
15704546335_10154550765821336,"Live: Donald J. Trump holds a campaign rally in Austin, TX.",fox
15704546335_10154220422806336,Here's how much your taxes could decrease under Donald J. Trump and rise under Bernie Sanders. ,fox
15704546335_10154091160616336,Do you agree with Hillary Clinton? #SCPrimary,fox
